reviews,score,cleanliness,communication,checkIn,accuracy,location,value,id,k
2,3,1,1,0,5,3,3,103,0
16,1,2,4,4,3,0,4,104,0
20,2,1,1,2,2,1,3,105,0
18,3,0,4,0,0,2,4,106,0
10,2,3,0,1,2,5,2,107,0
2,5,1,1,4,5,0,3,108,0
15,4,3,0,0,2,5,5,109,0
2,2,2,1,3,1,4,4,110,0
9,0,4,1,3,4,4,4,111,0
9,5,3,2,0,2,0,3,112,0
17,4,2,3,3,5,3,4,113,0
11,1,4,1,0,1,0,1,114,0
5,5,2,5,3,0,4,1,115,0
11,4,3,1,5,1,5,1,116,0
1,2,3,3,4,2,4,1,117,0
6,5,4,0,5,3,2,3,118,0
26,4,0,4,3,2,5,1,119,0
1,3,4,3,2,0,4,4,120,0
29,3,0,2,4,0,2,2,121,0
26,4,2,5,4,3,2,4,122,0
7,4,0,0,1,2,0,1,123,0
24,0,1,0,4,4,4,3,124,0
29,4,2,4,0,4,5,5,125,0
8,3,1,3,5,2,5,2,126,0
6,1,0,4,1,1,2,2,127,0
12,5,5,5,4,4,4,4,128,0
26,5,1,5,1,5,5,2,129,0
25,2,4,3,1,5,2,4,130,0
10,4,0,4,1,1,4,1,131,0
0,4,0,0,5,1,1,3,132,0
24,2,5,2,2,5,3,3,133,0
29,1,1,4,2,5,0,1,134,0
28,2,4,0,2,1,0,0,135,0
7,0,4,1,1,5,3,4,136,0
3,5,2,5,5,0,2,0,137,0
13,2,1,1,3,0,1,3,138,0
8,2,3,2,0,0,1,3,139,0
6,0,2,4,0,1,3,1,140,0
1,3,3,2,5,0,4,3,141,0
18,1,3,3,2,4,4,5,142,0
30,4,4,5,4,5,4,5,143,0
15,0,0,3,1,1,4,0,144,0
9,4,2,5,0,4,0,1,145,0
0,5,2,2,4,1,1,5,146,0
30,2,3,1,0,5,3,0,147,0
18,5,0,0,5,4,3,3,148,0
30,4,3,1,0,0,5,5,149,0
4,0,2,4,2,5,0,5,150,0
20,3,3,3,4,4,1,1,151,0
5,3,2,3,4,5,2,1,152,0
29,3,5,5,5,5,4,0,153,0
28,5,3,3,1,4,1,5,154,0
5,2,3,1,2,5,0,2,155,0
3,3,0,3,5,0,4,2,156,0
14,0,0,5,0,4,0,1,157,0
7,0,4,5,1,3,1,1,158,0
4,4,1,4,0,3,4,1,159,0
10,4,4,4,4,3,3,1,160,0
26,3,2,2,0,2,0,5,161,0
23,5,3,1,0,0,3,4,162,0
3,3,0,3,3,4,0,2,163,0
19,1,0,0,2,4,5,4,164,0
24,3,1,0,1,1,1,0,165,0
18,1,5,2,0,0,3,0,166,0
11,5,1,3,0,5,2,4,167,0
19,3,3,5,0,2,0,1,168,0
22,3,5,1,3,0,0,2,169,0
25,1,3,0,2,2,3,5,170,0
14,2,4,3,2,1,1,0,171,0
27,5,4,1,3,1,4,2,172,0
11,0,1,2,1,4,3,2,173,0
0,2,3,3,3,1,2,2,174,0
0,2,0,4,3,3,5,1,175,0
26,1,2,0,0,1,2,2,176,0
29,3,0,4,2,4,0,3,177,0
1,0,0,2,1,4,4,1,178,0
23,4,0,2,0,4,1,1,179,0
20,1,3,3,5,4,2,1,180,0
29,0,0,2,3,3,0,3,181,0
30,5,3,3,1,3,2,4,182,0
16,0,2,3,2,3,4,4,183,0
17,3,4,5,3,5,0,2,184,0
4,2,5,0,2,3,2,0,185,0
3,1,0,5,3,5,4,3,186,0
14,0,0,0,3,5,4,0,187,0
16,2,3,2,3,2,1,5,188,0
9,5,3,3,3,1,0,0,189,0
11,4,2,0,2,2,0,3,190,0
0,1,1,3,1,5,5,4,191,0
11,5,2,0,0,2,5,1,192,0
2,4,0,1,2,5,1,2,193,0
10,0,1,3,0,5,5,1,194,0
17,2,3,0,2,4,0,1,195,0
16,2,4,4,0,3,1,0,196,0
6,0,3,5,5,5,5,3,197,0
0,2,5,4,2,0,2,1,198,0
23,1,1,2,5,3,4,4,199,0
7,5,2,4,1,1,2,5,200,0
2,0,2,5,2,0,0,4,201,0
20,5,5,5,0,3,3,5,202,0
11,5,5,0,2,0,2,1,203,0
20,4,3,0,4,2,3,3,204,0
15,5,0,4,5,2,5,0,205,0
15,3,1,0,2,2,5,5,206,0
18,3,2,3,5,0,5,2,207,0
12,4,4,0,4,1,1,0,208,0
11,5,5,4,1,1,3,4,209,0
26,0,0,2,0,3,3,4,210,0
20,2,3,5,2,0,2,4,211,0
21,5,5,0,5,3,2,3,212,0
6,1,2,2,3,5,0,2,213,0
6,2,3,3,5,2,4,5,214,0
12,4,5,5,3,5,4,5,215,0
27,1,5,3,1,2,2,0,216,0
15,2,4,1,3,0,1,0,217,0
18,3,3,3,0,2,0,2,218,0
11,5,5,4,3,0,4,5,219,0
24,5,1,2,3,0,2,1,220,0
28,0,4,2,1,0,3,4,221,0
20,0,0,1,4,3,3,5,222,0
14,5,2,1,4,2,0,5,223,0
8,3,0,1,4,2,1,4,224,0
11,4,1,4,4,1,5,2,225,0
30,2,3,3,2,5,0,3,226,0
18,2,4,2,0,5,3,4,227,0
24,2,3,5,0,4,1,2,228,0
3,2,4,1,1,4,1,0,229,0
3,0,4,4,2,1,0,1,230,0
12,3,0,1,1,2,2,4,231,0
18,2,2,0,3,2,3,0,232,0
0,4,0,4,0,3,0,2,233,0
27,2,0,1,4,4,0,2,234,0
22,3,3,5,5,0,2,5,235,0
7,4,3,2,5,4,3,1,236,0
28,2,4,0,1,0,5,3,237,0
16,0,5,5,5,0,3,5,238,0
19,3,1,2,3,1,2,3,239,0
23,2,1,3,5,3,1,4,240,0
15,2,0,0,2,0,5,2,241,0
19,2,5,4,4,3,3,0,242,0
0,0,1,5,2,1,0,2,243,0
0,5,4,1,4,2,4,1,244,0
11,0,2,2,5,4,5,2,245,0
4,2,4,5,1,0,0,1,246,0
0,3,0,3,3,4,2,4,247,0
23,1,3,2,2,2,5,5,248,0
14,0,0,2,5,0,5,4,249,0
1,0,4,2,1,2,3,5,250,0
7,5,5,5,0,1,4,2,251,0
19,1,2,5,1,3,5,3,252,0
27,2,5,1,1,5,5,3,253,0
24,4,5,3,5,5,2,1,254,0
15,5,3,3,2,4,5,2,255,0
14,5,0,3,5,0,3,3,256,0
7,2,3,4,2,2,1,4,257,0
1,1,1,0,2,2,5,0,258,0
2,2,4,1,1,5,3,3,259,0
15,0,0,2,4,0,0,3,260,0
17,5,1,2,2,1,0,3,261,0
9,5,1,5,1,5,2,4,262,0
24,4,4,5,0,5,2,1,263,0
14,3,2,0,0,1,0,3,264,0
4,1,0,2,5,1,2,0,265,0
14,2,4,5,1,1,3,0,266,0
7,3,4,5,2,0,2,1,267,0
20,1,3,4,0,1,4,3,268,0
20,5,0,3,0,5,0,2,269,0
3,2,1,2,4,0,1,4,270,0
29,2,3,0,4,0,0,0,271,0
8,0,2,1,5,5,5,3,272,0
19,3,2,4,4,5,5,2,273,0
13,0,4,0,5,2,5,3,274,0
20,4,3,5,4,0,5,4,275,0
17,4,1,4,2,5,5,3,276,0
5,1,0,4,1,2,0,5,277,0
24,4,0,3,4,2,1,4,278,0
29,4,3,3,5,1,0,1,279,0
1,3,0,2,4,2,0,4,280,0
6,4,0,1,3,5,5,4,281,0
6,5,1,1,5,5,2,5,282,0
9,2,1,3,5,0,1,4,283,0
9,4,4,5,4,1,1,1,284,0
9,2,5,0,5,4,1,3,285,0
15,4,0,2,2,3,0,3,286,0
11,0,2,1,1,2,4,2,287,0
3,3,4,3,2,3,3,5,288,0
11,1,0,0,3,3,5,0,289,0
27,0,4,5,0,1,0,3,290,0
12,0,1,4,5,5,1,0,291,0
8,0,0,2,5,2,0,4,292,0
7,2,0,5,5,2,4,2,293,0
27,0,0,2,4,1,4,2,294,0
9,3,5,3,1,2,4,3,295,0
6,1,5,5,4,1,0,5,296,0
4,5,0,3,3,1,0,2,297,0
15,4,0,1,2,4,0,5,298,0
25,5,3,3,2,1,2,4,299,0
6,4,3,4,2,5,3,0,300,0
18,2,1,0,4,2,2,2,301,0
20,2,0,2,2,3,3,4,302,0
0,1,2,3,2,2,5,2,303,0
26,0,1,2,2,3,0,1,304,0
30,5,1,1,5,5,4,0,305,0
9,3,1,1,5,4,4,4,306,0
16,3,1,0,0,5,3,0,307,0
19,3,5,1,5,4,3,3,308,0
26,2,2,5,4,2,3,3,309,0
12,4,2,4,3,1,3,0,310,0
21,0,3,1,3,4,5,3,311,0
5,0,3,2,0,1,2,5,312,0
23,2,5,3,0,1,4,4,313,0
11,5,4,3,4,1,5,1,314,0
21,3,3,3,2,3,1,5,315,0
21,2,0,5,0,2,5,4,316,0
7,3,1,0,3,2,1,4,317,0
22,3,0,0,4,0,0,3,318,0
24,3,4,1,4,1,2,4,319,0
12,4,1,2,3,3,2,2,320,0
17,4,3,4,3,2,4,4,321,0
4,5,1,4,0,0,1,0,322,0
0,3,1,2,2,2,0,5,323,0
7,3,0,0,1,5,1,4,324,0
25,3,4,1,1,3,3,2,325,0
15,0,4,4,5,4,3,3,326,0
25,0,5,0,3,5,5,5,327,0
28,0,5,0,1,3,4,0,328,0
6,2,2,2,4,4,3,5,329,0
8,1,3,4,3,5,4,3,330,0
29,3,1,0,4,4,4,5,331,0
30,0,4,2,4,0,0,2,332,0
24,5,5,4,0,4,2,0,333,0
24,5,4,3,0,5,5,5,334,0
5,5,0,2,1,3,5,3,335,0
0,2,2,1,0,4,2,1,336,0
22,4,3,1,0,2,3,0,337,0
4,1,5,0,2,4,3,4,338,0
29,0,1,2,5,2,1,3,339,0
0,2,2,5,2,0,4,5,340,0
30,1,3,1,2,4,4,0,341,0
21,3,4,2,4,2,0,5,342,0
1,2,1,0,0,5,4,1,343,0
10,5,5,4,4,5,1,0,344,0
30,1,5,4,4,2,5,4,345,0
16,1,5,5,2,2,1,3,346,0
16,2,3,0,1,4,0,2,347,0
6,2,2,1,3,4,5,0,348,0
6,1,1,1,4,5,5,1,349,0
11,4,3,1,1,5,5,2,350,0
26,0,5,1,5,3,3,3,351,0
16,0,3,5,5,1,0,1,352,0
16,3,4,2,1,3,0,2,353,0
2,3,4,4,2,2,5,2,354,0
17,4,4,5,1,4,4,0,355,0
7,2,5,1,5,0,0,3,356,0
27,5,4,3,0,3,2,4,357,0
5,1,3,4,5,4,2,0,358,0
17,2,3,3,3,3,1,4,359,0
5,0,0,1,5,5,4,4,360,0
5,3,0,2,5,0,1,4,361,0
21,0,3,1,1,0,3,3,362,0
11,5,5,3,2,1,2,3,363,0
8,0,2,0,2,0,2,4,364,0
26,1,4,0,0,5,2,4,365,0
14,5,2,4,3,3,3,4,366,0
8,4,4,3,5,3,0,2,367,0
10,4,3,2,1,4,5,0,368,0
9,1,5,3,4,3,2,0,369,0
7,5,5,3,1,1,0,1,370,0
29,3,2,5,1,1,1,1,371,0
0,2,0,2,2,2,0,1,372,0
7,0,3,2,5,4,3,4,373,0
29,3,2,1,0,2,0,2,374,0
22,2,0,1,3,0,0,4,375,0
9,0,3,5,4,3,1,1,376,0
1,0,5,3,0,3,1,3,377,0
28,3,2,3,2,5,0,0,378,0
5,0,3,3,1,3,1,3,379,0
13,2,4,2,5,0,0,5,380,0
13,2,3,3,5,0,3,3,381,0
28,0,4,3,1,1,1,5,382,0
0,4,4,1,5,4,0,0,383,0
4,4,2,2,3,4,2,2,384,0
1,5,1,3,3,0,5,4,385,0
29,3,3,3,3,3,5,2,386,0
15,5,4,3,3,1,4,2,387,0
12,5,2,2,1,3,5,0,388,0
11,2,3,0,5,4,3,1,389,0
6,4,0,2,4,3,1,2,390,0
5,5,5,2,2,0,2,3,391,0
30,2,0,5,1,4,1,5,392,0
10,1,3,1,1,0,0,1,393,0
13,0,4,5,4,0,5,1,394,0
17,5,0,1,4,4,4,5,395,0
5,1,2,4,2,2,4,1,396,0
22,1,1,1,3,3,0,2,397,0
26,5,0,2,0,0,2,2,398,0
2,0,1,2,1,2,4,1,399,0
5,4,3,3,4,3,2,2,400,0
11,1,3,1,3,0,2,3,401,0
30,0,3,5,4,0,5,3,402,0
23,2,1,3,1,5,0,1,403,0
10,3,2,3,4,0,4,3,404,0
13,2,2,4,1,3,5,5,405,0
16,1,2,2,5,1,3,4,406,0
8,3,3,4,4,1,4,4,407,0
16,2,0,4,5,1,5,5,408,0
16,3,1,2,0,1,4,5,409,0
30,5,4,4,5,5,2,0,410,0
2,2,3,5,2,4,1,4,411,0
22,3,0,2,2,0,4,3,412,0
0,0,2,1,3,2,2,5,413,0
16,1,0,5,2,1,5,2,414,0
26,2,5,2,3,2,0,0,415,0
28,5,4,4,5,1,0,5,416,0
18,1,4,3,3,4,0,5,417,0
5,4,4,0,5,4,1,4,418,0
7,0,1,2,0,1,4,4,419,0
5,1,1,1,2,5,3,0,420,0
25,4,3,5,2,1,2,1,421,0
5,2,5,4,2,0,0,4,422,0
22,4,2,4,2,3,3,1,423,0
26,5,5,0,1,1,0,1,424,0
16,0,0,1,5,5,5,1,425,0
6,5,5,4,2,2,3,3,426,0
16,2,0,5,4,1,3,2,427,0
20,5,4,4,1,2,5,2,428,0
13,1,3,3,4,2,0,5,429,0
13,4,2,1,4,5,0,4,430,0
28,5,4,2,5,5,2,0,431,0
4,2,4,3,1,0,4,2,432,0
29,3,2,2,1,4,0,3,433,0
1,5,5,1,0,4,1,4,434,0
1,0,3,4,5,1,4,0,435,0
19,4,3,3,1,4,3,0,436,0
0,0,1,3,0,5,4,4,437,0
16,1,1,0,0,3,3,2,438,0
13,0,3,4,2,3,4,3,439,0
3,5,1,5,3,5,5,2,440,0
1,5,3,1,1,0,5,3,441,0
3,4,5,0,1,3,3,1,442,0
1,2,3,5,3,5,4,2,443,0
23,2,4,5,3,3,1,1,444,0
23,0,4,5,3,5,0,4,445,0
7,1,3,2,1,0,1,3,446,0
12,4,4,2,1,1,2,4,447,0
23,1,1,4,2,0,5,3,448,0
5,2,5,1,1,2,3,3,449,0
30,3,1,5,3,5,5,1,450,0
29,2,4,1,0,3,0,3,451,0
13,4,5,3,5,0,2,1,452,0
9,5,0,2,3,5,2,1,453,0
24,5,2,3,4,0,3,2,454,0
1,2,4,5,4,2,3,2,455,0
20,3,5,2,4,5,2,2,456,0
21,1,4,0,4,4,2,1,457,0
6,3,3,5,2,1,4,3,458,0
28,1,5,1,5,1,1,5,459,0
19,1,1,1,2,0,5,3,460,0
14,0,3,0,4,1,0,2,461,0
27,2,4,4,3,3,5,3,462,0
27,5,4,0,0,2,5,1,463,0
13,3,5,3,3,0,1,1,464,0
7,3,3,2,5,2,0,4,465,0
25,5,3,2,1,3,4,3,466,0
12,3,4,1,1,2,0,1,467,0
21,1,2,5,0,3,5,3,468,0
17,0,3,0,4,3,0,4,469,0
30,4,1,4,3,5,2,5,470,0
29,1,0,0,2,4,3,3,471,0
6,4,5,0,0,5,1,1,472,0
20,4,4,1,1,0,0,5,473,0
10,2,3,2,2,2,0,0,474,0
14,2,4,0,2,1,4,5,475,0
30,3,2,4,1,0,3,1,476,0
20,1,3,0,3,5,4,4,477,0
13,2,2,0,4,4,3,3,478,0
30,0,1,5,1,4,3,1,479,0
13,1,5,5,1,2,2,4,480,0
5,3,1,0,3,3,5,0,481,0
16,3,1,3,2,3,0,4,482,0
5,3,2,3,5,1,2,2,483,0
13,5,3,4,3,0,3,0,484,0
1,1,4,4,0,1,1,3,485,0
18,2,4,5,0,1,1,1,486,0
10,4,1,3,4,0,0,5,487,0
25,2,3,5,5,4,4,3,488,0
0,3,3,1,0,4,5,0,489,0
22,3,5,5,4,0,4,2,490,0
11,4,0,4,2,2,2,1,491,0
13,0,4,4,4,0,1,4,492,0
28,2,0,5,0,0,5,5,493,0
8,1,2,3,1,5,0,0,494,0
10,5,3,3,0,4,3,4,495,0
5,2,5,1,1,0,4,1,496,0
18,2,4,0,1,3,4,0,497,0
12,3,5,2,4,0,5,4,498,0
22,4,2,1,3,1,2,0,499,0
25,3,3,0,1,4,1,4,500,0
22,1,1,0,0,0,5,1,501,0
24,0,1,2,0,4,2,3,502,0
30,4,0,5,4,4,3,3,503,0
30,1,1,5,2,4,3,2,504,0
19,5,2,3,2,4,3,5,505,0
23,2,1,4,4,2,1,0,506,0
23,5,5,1,0,3,2,1,507,0
14,1,1,0,0,0,5,4,508,0
22,4,3,5,2,2,5,2,509,0
2,5,0,4,3,2,2,3,510,0
7,4,3,5,3,3,4,3,511,0
5,1,0,5,1,0,1,2,512,0
16,5,4,0,4,2,5,2,513,0
23,3,2,5,5,5,5,5,514,0
16,2,0,0,2,2,4,2,515,0
1,2,0,0,0,4,3,1,516,0
29,2,1,2,5,1,0,1,517,0
24,2,0,3,4,5,5,1,518,0
30,5,1,3,2,2,3,3,519,0
16,5,2,1,3,5,5,5,520,0
15,0,0,3,4,1,3,3,521,0
1,2,5,4,4,5,3,1,522,0
18,3,3,4,4,4,0,1,523,0
4,0,3,4,1,2,1,0,524,0
27,2,0,4,4,5,4,1,525,0
17,4,2,2,4,4,3,3,526,0
8,2,3,0,5,0,1,4,527,0
4,5,2,0,5,4,1,2,528,0
27,1,4,3,1,3,4,4,529,0
20,4,2,3,3,5,2,3,530,0
27,3,5,2,3,0,0,0,531,0
21,3,2,4,0,3,4,1,532,0
18,5,0,4,5,0,2,1,533,0
15,2,1,4,0,4,3,2,534,0
25,2,5,2,3,2,2,4,535,0
27,2,1,4,1,3,3,2,536,0
25,1,4,4,1,2,2,3,537,0
19,2,4,4,2,0,1,2,538,0
25,4,4,4,3,2,2,1,539,0
19,1,3,5,2,2,1,2,540,0
20,4,5,2,4,3,5,5,541,0
15,4,1,3,4,0,5,3,542,0
7,2,3,4,3,4,1,5,543,0
30,5,5,1,2,5,5,5,544,0
13,4,1,0,4,5,3,4,545,0
2,0,4,5,2,3,2,4,546,0
13,0,0,0,2,5,4,2,547,0
29,2,2,4,5,1,4,1,548,0
30,2,0,3,3,0,2,3,549,0
13,2,0,0,1,1,5,3,550,0
15,3,4,1,0,3,3,5,551,0
5,5,0,0,0,2,4,4,552,0
25,1,4,5,4,5,5,0,553,0
13,0,4,3,0,2,3,2,554,0
24,2,1,4,3,4,1,1,555,0
0,2,4,5,1,4,2,3,556,0
24,5,4,5,0,2,0,1,557,0
12,3,5,5,2,5,4,2,558,0
22,4,5,1,1,3,2,1,559,0
4,1,3,0,2,5,2,0,560,0
12,4,2,4,2,3,3,2,561,0
22,3,0,3,1,0,3,4,562,0
22,2,4,1,5,3,3,3,563,0
7,5,3,4,1,4,5,0,564,0
15,4,5,2,2,1,0,1,565,0
27,0,4,0,1,4,2,2,566,0
21,1,1,0,3,5,1,4,567,0
4,5,0,3,3,1,1,1,568,0
30,2,4,3,1,3,1,5,569,0
28,0,3,0,4,1,2,1,570,0
29,3,4,2,1,0,5,5,571,0
0,1,4,4,3,4,3,4,572,0
2,5,5,4,2,4,1,5,573,0
18,0,4,4,5,1,0,1,574,0
5,4,3,5,3,5,4,5,575,0
11,1,3,0,2,1,4,1,576,0
14,1,3,4,3,4,1,5,577,0
29,0,5,0,3,4,0,3,578,0
4,0,4,2,2,4,5,0,579,0
7,4,1,4,5,5,2,3,580,0
13,4,5,3,2,1,0,3,581,0
26,0,2,2,5,5,2,1,582,0
2,5,0,4,2,3,4,4,583,0
19,2,2,3,2,3,0,1,584,0
5,3,2,1,1,4,4,5,585,0
20,2,2,1,2,3,4,1,586,0
4,4,2,2,2,0,5,5,587,0
23,0,3,1,5,4,4,1,588,0
18,4,1,3,4,1,4,1,589,0
16,5,0,0,3,4,3,1,590,0
13,0,5,2,4,3,3,0,591,0
13,0,4,0,0,0,2,1,592,0
5,4,5,0,5,0,1,4,593,0
7,0,5,5,4,4,4,2,594,0
3,3,1,1,0,5,4,2,595,0
9,3,3,3,1,5,0,4,596,0
21,0,0,3,4,4,4,5,597,0
24,2,2,2,5,0,1,0,598,0
6,5,3,4,4,0,4,4,599,0
26,3,0,3,5,4,1,0,600,0
12,5,5,2,2,0,0,0,601,0
23,4,0,4,4,0,5,3,602,0
24,5,2,2,1,0,4,2,603,0
21,3,2,5,0,4,3,1,604,0
14,0,4,4,0,1,0,2,605,0
9,0,1,2,1,3,0,1,606,0
25,4,5,5,1,3,0,2,607,0
18,5,0,4,1,5,1,0,608,0
17,0,1,5,4,5,4,1,609,0
23,3,3,3,3,1,4,5,610,0
8,1,1,2,1,1,0,4,611,0
18,3,4,0,3,5,4,0,612,0
7,2,0,4,1,1,5,0,613,0
24,2,5,5,2,5,4,1,614,0
28,3,1,5,4,3,4,5,615,0
18,2,0,4,3,3,1,0,616,0
26,0,2,0,1,1,4,5,617,0
6,5,3,3,4,1,1,5,618,0
10,1,0,4,5,3,2,5,619,0
20,0,2,5,5,4,2,2,620,0
17,4,2,4,4,0,0,3,621,0
13,3,3,3,1,1,2,2,622,0
29,0,1,4,4,3,5,0,623,0
1,1,2,4,2,1,3,2,624,0
26,3,5,3,2,3,2,2,625,0
28,5,3,4,5,1,5,3,626,0
21,1,5,3,3,2,0,1,627,0
18,1,5,1,5,0,3,0,628,0
27,0,1,1,0,4,0,1,629,0
27,1,1,2,5,4,5,0,630,0
24,0,5,4,5,1,3,5,631,0
8,3,1,4,3,3,5,5,632,0
21,1,1,2,2,4,3,2,633,0
6,2,4,3,4,2,4,0,634,0
18,1,2,5,5,5,5,5,635,0
28,1,0,4,1,0,2,4,636,0
10,4,3,2,3,0,4,1,637,0
27,5,3,4,5,0,3,3,638,0
10,5,0,1,4,3,5,2,639,0
5,5,3,2,0,3,3,4,640,0
2,5,3,4,4,0,5,1,641,0
29,2,4,5,3,1,5,0,642,0
25,0,1,5,1,0,4,4,643,0
16,0,0,4,3,0,4,5,644,0
0,5,2,5,5,4,4,4,645,0
30,3,1,5,2,2,4,0,646,0
2,3,3,5,3,4,2,0,647,0
24,4,5,3,2,5,4,2,648,0
20,0,4,3,5,5,0,3,649,0
27,4,3,5,5,1,0,1,650,0
6,3,1,1,1,1,0,3,651,0
4,2,3,3,0,2,3,0,652,0
21,2,1,2,0,4,3,1,653,0
14,4,4,5,0,2,2,4,654,0
24,4,2,4,1,5,5,0,655,0
0,2,5,1,5,3,4,1,656,0
29,1,1,2,5,4,0,4,657,0
29,1,4,5,3,0,1,4,658,0
18,2,1,0,1,0,0,4,659,0
2,0,5,1,1,3,5,3,660,0
22,0,3,4,3,3,4,5,661,0
14,1,1,0,2,0,3,2,662,0
4,0,0,2,0,4,1,4,663,0
8,0,1,0,0,2,5,3,664,0
18,3,3,2,0,4,3,3,665,0
25,4,1,4,3,5,4,3,666,0
0,2,3,3,5,1,1,3,667,0
20,3,5,0,2,0,0,5,668,0
19,5,0,3,4,5,5,4,669,0
14,5,1,5,3,1,5,4,670,0
13,5,3,5,1,5,1,2,671,0
20,1,3,3,5,3,0,3,672,0
24,3,3,3,2,3,4,2,673,0
27,5,5,0,2,4,1,3,674,0
7,5,5,2,5,2,0,3,675,0
4,3,1,3,4,1,0,5,676,0
5,2,4,3,5,0,1,4,677,0
22,2,5,3,3,3,4,2,678,0
29,0,5,2,4,5,5,1,679,0
27,0,1,3,5,4,0,3,680,0
28,5,4,3,1,5,4,2,681,0
19,5,0,0,3,5,2,4,682,0
17,0,4,4,5,1,2,2,683,0
11,4,3,3,3,4,2,2,684,0
9,0,5,0,0,3,4,2,685,0
8,5,0,3,1,2,1,5,686,0
24,2,4,4,5,0,2,2,687,0
25,0,4,2,5,5,3,0,688,0
30,5,2,2,3,4,1,4,689,0
16,3,0,5,0,1,3,0,690,0
22,0,0,4,1,5,4,1,691,0
11,0,3,0,3,0,3,2,692,0
14,4,1,2,4,0,3,1,693,0
27,5,4,4,1,3,0,3,694,0
11,5,4,4,5,2,2,2,695,0
