reviews,score,cleanliness,communication,checkIn,accuracy,location,value,id,k
8,2,3,2,0,0,1,3,1139,1
6,0,2,4,0,1,3,1,1140,1
1,3,3,2,5,0,4,3,1141,1
18,1,3,3,2,4,4,5,1142,1
30,4,4,5,4,5,4,5,1143,1
15,0,0,3,1,1,4,0,1144,1
9,4,2,5,0,4,0,1,1145,1
0,5,2,2,4,1,1,5,1146,1
30,2,3,1,0,5,3,0,1147,1
18,5,0,0,5,4,3,3,1148,1
30,4,3,1,0,0,5,5,1149,1
4,0,2,4,2,5,0,5,1150,1
20,3,3,3,4,4,1,1,1151,1
5,3,2,3,4,5,2,1,1152,1
29,3,5,5,5,5,4,0,1153,1
28,5,3,3,1,4,1,5,1154,1
5,2,3,1,2,5,0,2,1155,1
3,3,0,3,5,0,4,2,1156,1
14,0,0,5,0,4,0,1,1157,1
7,0,4,5,1,3,1,1,1158,1
4,4,1,4,0,3,4,1,1159,1
10,4,4,4,4,3,3,1,1160,1
26,3,2,2,0,2,0,5,1161,1
23,5,3,1,0,0,3,4,1162,1
3,3,0,3,3,4,0,2,1163,1
19,1,0,0,2,4,5,4,1164,1
24,3,1,0,1,1,1,0,1165,1
18,1,5,2,0,0,3,0,1166,1
11,5,1,3,0,5,2,4,1167,1
19,3,3,5,0,2,0,1,1168,1
22,3,5,1,3,0,0,2,1169,1
25,1,3,0,2,2,3,5,1170,1
14,2,4,3,2,1,1,0,1171,1
27,5,4,1,3,1,4,2,1172,1
11,0,1,2,1,4,3,2,1173,1
0,2,3,3,3,1,2,2,1174,1
0,2,0,4,3,3,5,1,1175,1
26,1,2,0,0,1,2,2,1176,1
29,3,0,4,2,4,0,3,1177,1
1,0,0,2,1,4,4,1,1178,1
23,4,0,2,0,4,1,1,1179,1
20,1,3,3,5,4,2,1,1180,1
29,0,0,2,3,3,0,3,1181,1
30,5,3,3,1,3,2,4,1182,1
16,0,2,3,2,3,4,4,1183,1
17,3,4,5,3,5,0,2,1184,1
4,2,5,0,2,3,2,0,1185,1
3,1,0,5,3,5,4,3,1186,1
14,0,0,0,3,5,4,0,1187,1
16,2,3,2,3,2,1,5,1188,1
9,5,3,3,3,1,0,0,1189,1
11,4,2,0,2,2,0,3,1190,1
0,1,1,3,1,5,5,4,1191,1
11,5,2,0,0,2,5,1,1192,1
2,4,0,1,2,5,1,2,1193,1
10,0,1,3,0,5,5,1,1194,1
17,2,3,0,2,4,0,1,1195,1
16,2,4,4,0,3,1,0,1196,1
6,0,3,5,5,5,5,3,1197,1
0,2,5,4,2,0,2,1,1198,1
23,1,1,2,5,3,4,4,1199,1
7,5,2,4,1,1,2,5,1200,1
2,0,2,5,2,0,0,4,1201,1
20,5,5,5,0,3,3,5,1202,1
11,5,5,0,2,0,2,1,1203,1
20,4,3,0,4,2,3,3,1204,1
15,5,0,4,5,2,5,0,1205,1
15,3,1,0,2,2,5,5,1206,1
18,3,2,3,5,0,5,2,1207,1
12,4,4,0,4,1,1,0,1208,1
11,5,5,4,1,1,3,4,1209,1
26,0,0,2,0,3,3,4,1210,1
20,2,3,5,2,0,2,4,1211,1
21,5,5,0,5,3,2,3,1212,1
6,1,2,2,3,5,0,2,1213,1
6,2,3,3,5,2,4,5,1214,1
12,4,5,5,3,5,4,5,1215,1
27,1,5,3,1,2,2,0,1216,1
15,2,4,1,3,0,1,0,1217,1
18,3,3,3,0,2,0,2,1218,1
11,5,5,4,3,0,4,5,1219,1
24,5,1,2,3,0,2,1,1220,1
28,0,4,2,1,0,3,4,1221,1
20,0,0,1,4,3,3,5,1222,1
14,5,2,1,4,2,0,5,1223,1
8,3,0,1,4,2,1,4,1224,1
11,4,1,4,4,1,5,2,1225,1
30,2,3,3,2,5,0,3,1226,1
18,2,4,2,0,5,3,4,1227,1
24,2,3,5,0,4,1,2,1228,1
3,2,4,1,1,4,1,0,1229,1
3,0,4,4,2,1,0,1,1230,1
12,3,0,1,1,2,2,4,1231,1
18,2,2,0,3,2,3,0,1232,1
0,4,0,4,0,3,0,2,1233,1
27,2,0,1,4,4,0,2,1234,1
22,3,3,5,5,0,2,5,1235,1
7,4,3,2,5,4,3,1,1236,1
28,2,4,0,1,0,5,3,1237,1
16,0,5,5,5,0,3,5,1238,1
19,3,1,2,3,1,2,3,1239,1
23,2,1,3,5,3,1,4,1240,1
15,2,0,0,2,0,5,2,1241,1
19,2,5,4,4,3,3,0,1242,1
0,0,1,5,2,1,0,2,1243,1
0,5,4,1,4,2,4,1,1244,1
11,0,2,2,5,4,5,2,1245,1
4,2,4,5,1,0,0,1,1246,1
0,3,0,3,3,4,2,4,1247,1
23,1,3,2,2,2,5,5,1248,1
14,0,0,2,5,0,5,4,1249,1
1,0,4,2,1,2,3,5,1250,1
7,5,5,5,0,1,4,2,1251,1
19,1,2,5,1,3,5,3,1252,1
27,2,5,1,1,5,5,3,1253,1
24,4,5,3,5,5,2,1,1254,1
15,5,3,3,2,4,5,2,1255,1
14,5,0,3,5,0,3,3,1256,1
7,2,3,4,2,2,1,4,1257,1
1,1,1,0,2,2,5,0,1258,1
2,2,4,1,1,5,3,3,1259,1
15,0,0,2,4,0,0,3,1260,1
17,5,1,2,2,1,0,3,1261,1
9,5,1,5,1,5,2,4,1262,1
24,4,4,5,0,5,2,1,1263,1
14,3,2,0,0,1,0,3,1264,1
4,1,0,2,5,1,2,0,1265,1
14,2,4,5,1,1,3,0,1266,1
7,3,4,5,2,0,2,1,1267,1
20,1,3,4,0,1,4,3,1268,1
20,5,0,3,0,5,0,2,1269,1
3,2,1,2,4,0,1,4,1270,1
29,2,3,0,4,0,0,0,1271,1
8,0,2,1,5,5,5,3,1272,1
19,3,2,4,4,5,5,2,1273,1
13,0,4,0,5,2,5,3,1274,1
20,4,3,5,4,0,5,4,1275,1
17,4,1,4,2,5,5,3,1276,1
5,1,0,4,1,2,0,5,1277,1
24,4,0,3,4,2,1,4,1278,1
29,4,3,3,5,1,0,1,1279,1
1,3,0,2,4,2,0,4,1280,1
6,4,0,1,3,5,5,4,1281,1
6,5,1,1,5,5,2,5,1282,1
9,2,1,3,5,0,1,4,1283,1
9,4,4,5,4,1,1,1,1284,1
9,2,5,0,5,4,1,3,1285,1
15,4,0,2,2,3,0,3,1286,1
11,0,2,1,1,2,4,2,1287,1
3,3,4,3,2,3,3,5,1288,1
11,1,0,0,3,3,5,0,1289,1
27,0,4,5,0,1,0,3,1290,1
12,0,1,4,5,5,1,0,1291,1
8,0,0,2,5,2,0,4,1292,1
7,2,0,5,5,2,4,2,1293,1
27,0,0,2,4,1,4,2,1294,1
9,3,5,3,1,2,4,3,1295,1
6,1,5,5,4,1,0,5,1296,1
4,5,0,3,3,1,0,2,1297,1
15,4,0,1,2,4,0,5,1298,1
25,5,3,3,2,1,2,4,1299,1
6,4,3,4,2,5,3,0,1300,1
18,2,1,0,4,2,2,2,1301,1
20,2,0,2,2,3,3,4,1302,1
0,1,2,3,2,2,5,2,1303,1
26,0,1,2,2,3,0,1,1304,1
30,5,1,1,5,5,4,0,1305,1
9,3,1,1,5,4,4,4,1306,1
16,3,1,0,0,5,3,0,1307,1
19,3,5,1,5,4,3,3,1308,1
26,2,2,5,4,2,3,3,1309,1
12,4,2,4,3,1,3,0,1310,1
21,0,3,1,3,4,5,3,1311,1
5,0,3,2,0,1,2,5,1312,1
23,2,5,3,0,1,4,4,1313,1
11,5,4,3,4,1,5,1,1314,1
21,3,3,3,2,3,1,5,1315,1
21,2,0,5,0,2,5,4,1316,1
7,3,1,0,3,2,1,4,1317,1
22,3,0,0,4,0,0,3,1318,1
24,3,4,1,4,1,2,4,1319,1
12,4,1,2,3,3,2,2,1320,1
17,4,3,4,3,2,4,4,1321,1
4,5,1,4,0,0,1,0,1322,1
0,3,1,2,2,2,0,5,1323,1
7,3,0,0,1,5,1,4,1324,1
25,3,4,1,1,3,3,2,1325,1
15,0,4,4,5,4,3,3,1326,1
25,0,5,0,3,5,5,5,1327,1
28,0,5,0,1,3,4,0,1328,1
6,2,2,2,4,4,3,5,1329,1
8,1,3,4,3,5,4,3,1330,1
29,3,1,0,4,4,4,5,1331,1
30,0,4,2,4,0,0,2,1332,1
24,5,5,4,0,4,2,0,1333,1
24,5,4,3,0,5,5,5,1334,1
5,5,0,2,1,3,5,3,1335,1
0,2,2,1,0,4,2,1,1336,1
22,4,3,1,0,2,3,0,1337,1
4,1,5,0,2,4,3,4,1338,1
29,0,1,2,5,2,1,3,1339,1
0,2,2,5,2,0,4,5,1340,1
30,1,3,1,2,4,4,0,1341,1
21,3,4,2,4,2,0,5,1342,1
1,2,1,0,0,5,4,1,1343,1
10,5,5,4,4,5,1,0,1344,1
30,1,5,4,4,2,5,4,1345,1
16,1,5,5,2,2,1,3,1346,1
16,2,3,0,1,4,0,2,1347,1
6,2,2,1,3,4,5,0,1348,1
6,1,1,1,4,5,5,1,1349,1
11,4,3,1,1,5,5,2,1350,1
26,0,5,1,5,3,3,3,1351,1
16,0,3,5,5,1,0,1,1352,1
16,3,4,2,1,3,0,2,1353,1
2,3,4,4,2,2,5,2,1354,1
17,4,4,5,1,4,4,0,1355,1
7,2,5,1,5,0,0,3,1356,1
27,5,4,3,0,3,2,4,1357,1
5,1,3,4,5,4,2,0,1358,1
17,2,3,3,3,3,1,4,1359,1
5,0,0,1,5,5,4,4,1360,1
5,3,0,2,5,0,1,4,1361,1
21,0,3,1,1,0,3,3,1362,1
11,5,5,3,2,1,2,3,1363,1
8,0,2,0,2,0,2,4,1364,1
26,1,4,0,0,5,2,4,1365,1
14,5,2,4,3,3,3,4,1366,1
8,4,4,3,5,3,0,2,1367,1
10,4,3,2,1,4,5,0,1368,1
9,1,5,3,4,3,2,0,1369,1
7,5,5,3,1,1,0,1,1370,1
29,3,2,5,1,1,1,1,1371,1
0,2,0,2,2,2,0,1,1372,1
7,0,3,2,5,4,3,4,1373,1
29,3,2,1,0,2,0,2,1374,1
22,2,0,1,3,0,0,4,1375,1
9,0,3,5,4,3,1,1,1376,1
1,0,5,3,0,3,1,3,1377,1
28,3,2,3,2,5,0,0,1378,1
5,0,3,3,1,3,1,3,1379,1
13,2,4,2,5,0,0,5,1380,1
13,2,3,3,5,0,3,3,1381,1
28,0,4,3,1,1,1,5,1382,1
0,4,4,1,5,4,0,0,1383,1
4,4,2,2,3,4,2,2,1384,1
1,5,1,3,3,0,5,4,1385,1
29,3,3,3,3,3,5,2,1386,1
15,5,4,3,3,1,4,2,1387,1
12,5,2,2,1,3,5,0,1388,1
11,2,3,0,5,4,3,1,1389,1
6,4,0,2,4,3,1,2,1390,1
5,5,5,2,2,0,2,3,1391,1
30,2,0,5,1,4,1,5,1392,1
10,1,3,1,1,0,0,1,1393,1
13,0,4,5,4,0,5,1,1394,1
17,5,0,1,4,4,4,5,1395,1
5,1,2,4,2,2,4,1,1396,1
22,1,1,1,3,3,0,2,1397,1
26,5,0,2,0,0,2,2,1398,1
2,0,1,2,1,2,4,1,1399,1
5,4,3,3,4,3,2,2,1400,1
11,1,3,1,3,0,2,3,1401,1
30,0,3,5,4,0,5,3,1402,1
23,2,1,3,1,5,0,1,1403,1
10,3,2,3,4,0,4,3,1404,1
13,2,2,4,1,3,5,5,1405,1
16,1,2,2,5,1,3,4,1406,1
8,3,3,4,4,1,4,4,1407,1
16,2,0,4,5,1,5,5,1408,1
16,3,1,2,0,1,4,5,1409,1
30,5,4,4,5,5,2,0,1410,1
2,2,3,5,2,4,1,4,1411,1
22,3,0,2,2,0,4,3,1412,1
0,0,2,1,3,2,2,5,1413,1
16,1,0,5,2,1,5,2,1414,1
26,2,5,2,3,2,0,0,1415,1
28,5,4,4,5,1,0,5,1416,1
18,1,4,3,3,4,0,5,1417,1
5,4,4,0,5,4,1,4,1418,1
7,0,1,2,0,1,4,4,1419,1
5,1,1,1,2,5,3,0,1420,1
25,4,3,5,2,1,2,1,1421,1
5,2,5,4,2,0,0,4,1422,1
22,4,2,4,2,3,3,1,1423,1
26,5,5,0,1,1,0,1,1424,1
16,0,0,1,5,5,5,1,1425,1
6,5,5,4,2,2,3,3,1426,1
16,2,0,5,4,1,3,2,1427,1
20,5,4,4,1,2,5,2,1428,1
13,1,3,3,4,2,0,5,1429,1
13,4,2,1,4,5,0,4,1430,1
28,5,4,2,5,5,2,0,1431,1
4,2,4,3,1,0,4,2,1432,1
29,3,2,2,1,4,0,3,1433,1
1,5,5,1,0,4,1,4,1434,1
1,0,3,4,5,1,4,0,1435,1
19,4,3,3,1,4,3,0,1436,1
0,0,1,3,0,5,4,4,1437,1
16,1,1,0,0,3,3,2,1438,1
13,0,3,4,2,3,4,3,1439,1
3,5,1,5,3,5,5,2,1440,1
1,5,3,1,1,0,5,3,1441,1
3,4,5,0,1,3,3,1,1442,1
1,2,3,5,3,5,4,2,1443,1
23,2,4,5,3,3,1,1,1444,1
23,0,4,5,3,5,0,4,1445,1
7,1,3,2,1,0,1,3,1446,1
12,4,4,2,1,1,2,4,1447,1
23,1,1,4,2,0,5,3,1448,1
5,2,5,1,1,2,3,3,1449,1
30,3,1,5,3,5,5,1,1450,1
29,2,4,1,0,3,0,3,1451,1
13,4,5,3,5,0,2,1,1452,1
9,5,0,2,3,5,2,1,1453,1
24,5,2,3,4,0,3,2,1454,1
1,2,4,5,4,2,3,2,1455,1
20,3,5,2,4,5,2,2,1456,1
21,1,4,0,4,4,2,1,1457,1
6,3,3,5,2,1,4,3,1458,1
28,1,5,1,5,1,1,5,1459,1
19,1,1,1,2,0,5,3,1460,1
14,0,3,0,4,1,0,2,1461,1
27,2,4,4,3,3,5,3,1462,1
27,5,4,0,0,2,5,1,1463,1
13,3,5,3,3,0,1,1,1464,1
7,3,3,2,5,2,0,4,1465,1
25,5,3,2,1,3,4,3,1466,1
12,3,4,1,1,2,0,1,1467,1
21,1,2,5,0,3,5,3,1468,1
17,0,3,0,4,3,0,4,1469,1
30,4,1,4,3,5,2,5,1470,1
29,1,0,0,2,4,3,3,1471,1
6,4,5,0,0,5,1,1,1472,1
20,4,4,1,1,0,0,5,1473,1
10,2,3,2,2,2,0,0,1474,1
14,2,4,0,2,1,4,5,1475,1
30,3,2,4,1,0,3,1,1476,1
20,1,3,0,3,5,4,4,1477,1
13,2,2,0,4,4,3,3,1478,1
30,0,1,5,1,4,3,1,1479,1
13,1,5,5,1,2,2,4,1480,1
5,3,1,0,3,3,5,0,1481,1
16,3,1,3,2,3,0,4,1482,1
5,3,2,3,5,1,2,2,1483,1
13,5,3,4,3,0,3,0,1484,1
1,1,4,4,0,1,1,3,1485,1
18,2,4,5,0,1,1,1,1486,1
10,4,1,3,4,0,0,5,1487,1
25,2,3,5,5,4,4,3,1488,1
0,3,3,1,0,4,5,0,1489,1
22,3,5,5,4,0,4,2,1490,1
11,4,0,4,2,2,2,1,1491,1
13,0,4,4,4,0,1,4,1492,1
28,2,0,5,0,0,5,5,1493,1
8,1,2,3,1,5,0,0,1494,1
10,5,3,3,0,4,3,4,1495,1
5,2,5,1,1,0,4,1,1496,1
18,2,4,0,1,3,4,0,1497,1
12,3,5,2,4,0,5,4,1498,1
22,4,2,1,3,1,2,0,1499,1
25,3,3,0,1,4,1,4,1500,1
22,1,1,0,0,0,5,1,1501,1
24,0,1,2,0,4,2,3,1502,1
30,4,0,5,4,4,3,3,1503,1
30,1,1,5,2,4,3,2,1504,1
19,5,2,3,2,4,3,5,1505,1
23,2,1,4,4,2,1,0,1506,1
23,5,5,1,0,3,2,1,1507,1
14,1,1,0,0,0,5,4,1508,1
22,4,3,5,2,2,5,2,1509,1
2,5,0,4,3,2,2,3,1510,1
7,4,3,5,3,3,4,3,1511,1
5,1,0,5,1,0,1,2,1512,1
16,5,4,0,4,2,5,2,1513,1
23,3,2,5,5,5,5,5,1514,1
16,2,0,0,2,2,4,2,1515,1
1,2,0,0,0,4,3,1,1516,1
29,2,1,2,5,1,0,1,1517,1
24,2,0,3,4,5,5,1,1518,1
30,5,1,3,2,2,3,3,1519,1
16,5,2,1,3,5,5,5,1520,1
15,0,0,3,4,1,3,3,1521,1
1,2,5,4,4,5,3,1,1522,1
18,3,3,4,4,4,0,1,1523,1
4,0,3,4,1,2,1,0,1524,1
27,2,0,4,4,5,4,1,1525,1
17,4,2,2,4,4,3,3,1526,1
8,2,3,0,5,0,1,4,1527,1
4,5,2,0,5,4,1,2,1528,1
27,1,4,3,1,3,4,4,1529,1
20,4,2,3,3,5,2,3,1530,1
27,3,5,2,3,0,0,0,1531,1
21,3,2,4,0,3,4,1,1532,1
18,5,0,4,5,0,2,1,1533,1
15,2,1,4,0,4,3,2,1534,1
25,2,5,2,3,2,2,4,1535,1
27,2,1,4,1,3,3,2,1536,1
25,1,4,4,1,2,2,3,1537,1
19,2,4,4,2,0,1,2,1538,1
25,4,4,4,3,2,2,1,1539,1
19,1,3,5,2,2,1,2,1540,1
20,4,5,2,4,3,5,5,1541,1
15,4,1,3,4,0,5,3,1542,1
7,2,3,4,3,4,1,5,1543,1
30,5,5,1,2,5,5,5,1544,1
13,4,1,0,4,5,3,4,1545,1
2,0,4,5,2,3,2,4,1546,1
13,0,0,0,2,5,4,2,1547,1
29,2,2,4,5,1,4,1,1548,1
30,2,0,3,3,0,2,3,1549,1
13,2,0,0,1,1,5,3,1550,1
15,3,4,1,0,3,3,5,1551,1
5,5,0,0,0,2,4,4,1552,1
25,1,4,5,4,5,5,0,1553,1
13,0,4,3,0,2,3,2,1554,1
24,2,1,4,3,4,1,1,1555,1
0,2,4,5,1,4,2,3,1556,1
24,5,4,5,0,2,0,1,1557,1
12,3,5,5,2,5,4,2,1558,1
22,4,5,1,1,3,2,1,1559,1
4,1,3,0,2,5,2,0,1560,1
12,4,2,4,2,3,3,2,1561,1
22,3,0,3,1,0,3,4,1562,1
22,2,4,1,5,3,3,3,1563,1
7,5,3,4,1,4,5,0,1564,1
15,4,5,2,2,1,0,1,1565,1
27,0,4,0,1,4,2,2,1566,1
21,1,1,0,3,5,1,4,1567,1
4,5,0,3,3,1,1,1,1568,1
30,2,4,3,1,3,1,5,1569,1
28,0,3,0,4,1,2,1,1570,1
29,3,4,2,1,0,5,5,1571,1
0,1,4,4,3,4,3,4,1572,1
2,5,5,4,2,4,1,5,1573,1
18,0,4,4,5,1,0,1,1574,1
5,4,3,5,3,5,4,5,1575,1
11,1,3,0,2,1,4,1,1576,1
14,1,3,4,3,4,1,5,1577,1
29,0,5,0,3,4,0,3,1578,1
4,0,4,2,2,4,5,0,1579,1
7,4,1,4,5,5,2,3,1580,1
13,4,5,3,2,1,0,3,1581,1
26,0,2,2,5,5,2,1,1582,1
2,5,0,4,2,3,4,4,1583,1
19,2,2,3,2,3,0,1,1584,1
5,3,2,1,1,4,4,5,1585,1
20,2,2,1,2,3,4,1,1586,1
4,4,2,2,2,0,5,5,1587,1
23,0,3,1,5,4,4,1,1588,1
18,4,1,3,4,1,4,1,1589,1
16,5,0,0,3,4,3,1,1590,1
13,0,5,2,4,3,3,0,1591,1
13,0,4,0,0,0,2,1,1592,1
5,4,5,0,5,0,1,4,1593,1
7,0,5,5,4,4,4,2,1594,1
3,3,1,1,0,5,4,2,1595,1
9,3,3,3,1,5,0,4,1596,1
21,0,0,3,4,4,4,5,1597,1
24,2,2,2,5,0,1,0,1598,1
6,5,3,4,4,0,4,4,1599,1
26,3,0,3,5,4,1,0,1600,1
12,5,5,2,2,0,0,0,1601,1
23,4,0,4,4,0,5,3,1602,1
24,5,2,2,1,0,4,2,1603,1
21,3,2,5,0,4,3,1,1604,1
14,0,4,4,0,1,0,2,1605,1
9,0,1,2,1,3,0,1,1606,1
25,4,5,5,1,3,0,2,1607,1
18,5,0,4,1,5,1,0,1608,1
17,0,1,5,4,5,4,1,1609,1
23,3,3,3,3,1,4,5,1610,1
8,1,1,2,1,1,0,4,1611,1
18,3,4,0,3,5,4,0,1612,1
7,2,0,4,1,1,5,0,1613,1
24,2,5,5,2,5,4,1,1614,1
28,3,1,5,4,3,4,5,1615,1
18,2,0,4,3,3,1,0,1616,1
26,0,2,0,1,1,4,5,1617,1
6,5,3,3,4,1,1,5,1618,1
10,1,0,4,5,3,2,5,1619,1
20,0,2,5,5,4,2,2,1620,1
17,4,2,4,4,0,0,3,1621,1
13,3,3,3,1,1,2,2,1622,1
29,0,1,4,4,3,5,0,1623,1
1,1,2,4,2,1,3,2,1624,1
26,3,5,3,2,3,2,2,1625,1
28,5,3,4,5,1,5,3,1626,1
21,1,5,3,3,2,0,1,1627,1
18,1,5,1,5,0,3,0,1628,1
27,0,1,1,0,4,0,1,1629,1
27,1,1,2,5,4,5,0,1630,1
24,0,5,4,5,1,3,5,1631,1
8,3,1,4,3,3,5,5,1632,1
21,1,1,2,2,4,3,2,1633,1
6,2,4,3,4,2,4,0,1634,1
18,1,2,5,5,5,5,5,1635,1
28,1,0,4,1,0,2,4,1636,1
10,4,3,2,3,0,4,1,1637,1
27,5,3,4,5,0,3,3,1638,1
10,5,0,1,4,3,5,2,1639,1
5,5,3,2,0,3,3,4,1640,1
2,5,3,4,4,0,5,1,1641,1
29,2,4,5,3,1,5,0,1642,1
25,0,1,5,1,0,4,4,1643,1
16,0,0,4,3,0,4,5,1644,1
0,5,2,5,5,4,4,4,1645,1
30,3,1,5,2,2,4,0,1646,1
2,3,3,5,3,4,2,0,1647,1
24,4,5,3,2,5,4,2,1648,1
20,0,4,3,5,5,0,3,1649,1
27,4,3,5,5,1,0,1,1650,1
6,3,1,1,1,1,0,3,1651,1
4,2,3,3,0,2,3,0,1652,1
21,2,1,2,0,4,3,1,1653,1
14,4,4,5,0,2,2,4,1654,1
24,4,2,4,1,5,5,0,1655,1
0,2,5,1,5,3,4,1,1656,1
29,1,1,2,5,4,0,4,1657,1
29,1,4,5,3,0,1,4,1658,1
18,2,1,0,1,0,0,4,1659,1
2,0,5,1,1,3,5,3,1660,1
22,0,3,4,3,3,4,5,1661,1
14,1,1,0,2,0,3,2,1662,1
