reviews,score,cleanliness,communication,checkIn,accuracy,location,value,id,k
1,3,3,2,5,0,4,3,3141,3
18,1,3,3,2,4,4,5,3142,3
30,4,4,5,4,5,4,5,3143,3
15,0,0,3,1,1,4,0,3144,3
9,4,2,5,0,4,0,1,3145,3
0,5,2,2,4,1,1,5,3146,3
30,2,3,1,0,5,3,0,3147,3
18,5,0,0,5,4,3,3,3148,3
30,4,3,1,0,0,5,5,3149,3
4,0,2,4,2,5,0,5,3150,3
20,3,3,3,4,4,1,1,3151,3
5,3,2,3,4,5,2,1,3152,3
29,3,5,5,5,5,4,0,3153,3
28,5,3,3,1,4,1,5,3154,3
5,2,3,1,2,5,0,2,3155,3
3,3,0,3,5,0,4,2,3156,3
14,0,0,5,0,4,0,1,3157,3
7,0,4,5,1,3,1,1,3158,3
4,4,1,4,0,3,4,1,3159,3
10,4,4,4,4,3,3,1,3160,3
26,3,2,2,0,2,0,5,3161,3
23,5,3,1,0,0,3,4,3162,3
3,3,0,3,3,4,0,2,3163,3
19,1,0,0,2,4,5,4,3164,3
24,3,1,0,1,1,1,0,3165,3
18,1,5,2,0,0,3,0,3166,3
11,5,1,3,0,5,2,4,3167,3
19,3,3,5,0,2,0,1,3168,3
22,3,5,1,3,0,0,2,3169,3
25,1,3,0,2,2,3,5,3170,3
14,2,4,3,2,1,1,0,3171,3
27,5,4,1,3,1,4,2,3172,3
11,0,1,2,1,4,3,2,3173,3
0,2,3,3,3,1,2,2,3174,3
0,2,0,4,3,3,5,1,3175,3
26,1,2,0,0,1,2,2,3176,3
29,3,0,4,2,4,0,3,3177,3
1,0,0,2,1,4,4,1,3178,3
23,4,0,2,0,4,1,1,3179,3
20,1,3,3,5,4,2,1,3180,3
29,0,0,2,3,3,0,3,3181,3
30,5,3,3,1,3,2,4,3182,3
16,0,2,3,2,3,4,4,3183,3
17,3,4,5,3,5,0,2,3184,3
4,2,5,0,2,3,2,0,3185,3
3,1,0,5,3,5,4,3,3186,3
14,0,0,0,3,5,4,0,3187,3
16,2,3,2,3,2,1,5,3188,3
9,5,3,3,3,1,0,0,3189,3
11,4,2,0,2,2,0,3,3190,3
0,1,1,3,1,5,5,4,3191,3
11,5,2,0,0,2,5,1,3192,3
2,4,0,1,2,5,1,2,3193,3
10,0,1,3,0,5,5,1,3194,3
17,2,3,0,2,4,0,1,3195,3
16,2,4,4,0,3,1,0,3196,3
6,0,3,5,5,5,5,3,3197,3
0,2,5,4,2,0,2,1,3198,3
23,1,1,2,5,3,4,4,3199,3
7,5,2,4,1,1,2,5,3200,3
2,0,2,5,2,0,0,4,3201,3
20,5,5,5,0,3,3,5,3202,3
11,5,5,0,2,0,2,1,3203,3
20,4,3,0,4,2,3,3,3204,3
15,5,0,4,5,2,5,0,3205,3
15,3,1,0,2,2,5,5,3206,3
18,3,2,3,5,0,5,2,3207,3
12,4,4,0,4,1,1,0,3208,3
11,5,5,4,1,1,3,4,3209,3
26,0,0,2,0,3,3,4,3210,3
20,2,3,5,2,0,2,4,3211,3
21,5,5,0,5,3,2,3,3212,3
6,1,2,2,3,5,0,2,3213,3
6,2,3,3,5,2,4,5,3214,3
12,4,5,5,3,5,4,5,3215,3
27,1,5,3,1,2,2,0,3216,3
15,2,4,1,3,0,1,0,3217,3
18,3,3,3,0,2,0,2,3218,3
11,5,5,4,3,0,4,5,3219,3
24,5,1,2,3,0,2,1,3220,3
28,0,4,2,1,0,3,4,3221,3
20,0,0,1,4,3,3,5,3222,3
14,5,2,1,4,2,0,5,3223,3
8,3,0,1,4,2,1,4,3224,3
11,4,1,4,4,1,5,2,3225,3
30,2,3,3,2,5,0,3,3226,3
18,2,4,2,0,5,3,4,3227,3
24,2,3,5,0,4,1,2,3228,3
3,2,4,1,1,4,1,0,3229,3
3,0,4,4,2,1,0,1,3230,3
12,3,0,1,1,2,2,4,3231,3
18,2,2,0,3,2,3,0,3232,3
0,4,0,4,0,3,0,2,3233,3
27,2,0,1,4,4,0,2,3234,3
22,3,3,5,5,0,2,5,3235,3
7,4,3,2,5,4,3,1,3236,3
28,2,4,0,1,0,5,3,3237,3
16,0,5,5,5,0,3,5,3238,3
19,3,1,2,3,1,2,3,3239,3
23,2,1,3,5,3,1,4,3240,3
15,2,0,0,2,0,5,2,3241,3
19,2,5,4,4,3,3,0,3242,3
0,0,1,5,2,1,0,2,3243,3
0,5,4,1,4,2,4,1,3244,3
11,0,2,2,5,4,5,2,3245,3
4,2,4,5,1,0,0,1,3246,3
0,3,0,3,3,4,2,4,3247,3
23,1,3,2,2,2,5,5,3248,3
14,0,0,2,5,0,5,4,3249,3
1,0,4,2,1,2,3,5,3250,3
7,5,5,5,0,1,4,2,3251,3
19,1,2,5,1,3,5,3,3252,3
27,2,5,1,1,5,5,3,3253,3
24,4,5,3,5,5,2,1,3254,3
15,5,3,3,2,4,5,2,3255,3
14,5,0,3,5,0,3,3,3256,3
7,2,3,4,2,2,1,4,3257,3
1,1,1,0,2,2,5,0,3258,3
2,2,4,1,1,5,3,3,3259,3
15,0,0,2,4,0,0,3,3260,3
17,5,1,2,2,1,0,3,3261,3
9,5,1,5,1,5,2,4,3262,3
24,4,4,5,0,5,2,1,3263,3
14,3,2,0,0,1,0,3,3264,3
4,1,0,2,5,1,2,0,3265,3
14,2,4,5,1,1,3,0,3266,3
7,3,4,5,2,0,2,1,3267,3
20,1,3,4,0,1,4,3,3268,3
20,5,0,3,0,5,0,2,3269,3
3,2,1,2,4,0,1,4,3270,3
29,2,3,0,4,0,0,0,3271,3
8,0,2,1,5,5,5,3,3272,3
19,3,2,4,4,5,5,2,3273,3
13,0,4,0,5,2,5,3,3274,3
20,4,3,5,4,0,5,4,3275,3
17,4,1,4,2,5,5,3,3276,3
5,1,0,4,1,2,0,5,3277,3
24,4,0,3,4,2,1,4,3278,3
29,4,3,3,5,1,0,1,3279,3
1,3,0,2,4,2,0,4,3280,3
6,4,0,1,3,5,5,4,3281,3
6,5,1,1,5,5,2,5,3282,3
9,2,1,3,5,0,1,4,3283,3
9,4,4,5,4,1,1,1,3284,3
9,2,5,0,5,4,1,3,3285,3
15,4,0,2,2,3,0,3,3286,3
11,0,2,1,1,2,4,2,3287,3
3,3,4,3,2,3,3,5,3288,3
11,1,0,0,3,3,5,0,3289,3
27,0,4,5,0,1,0,3,3290,3
12,0,1,4,5,5,1,0,3291,3
8,0,0,2,5,2,0,4,3292,3
7,2,0,5,5,2,4,2,3293,3
27,0,0,2,4,1,4,2,3294,3
9,3,5,3,1,2,4,3,3295,3
6,1,5,5,4,1,0,5,3296,3
4,5,0,3,3,1,0,2,3297,3
15,4,0,1,2,4,0,5,3298,3
25,5,3,3,2,1,2,4,3299,3
6,4,3,4,2,5,3,0,3300,3
18,2,1,0,4,2,2,2,3301,3
20,2,0,2,2,3,3,4,3302,3
0,1,2,3,2,2,5,2,3303,3
26,0,1,2,2,3,0,1,3304,3
30,5,1,1,5,5,4,0,3305,3
9,3,1,1,5,4,4,4,3306,3
16,3,1,0,0,5,3,0,3307,3
19,3,5,1,5,4,3,3,3308,3
26,2,2,5,4,2,3,3,3309,3
12,4,2,4,3,1,3,0,3310,3
21,0,3,1,3,4,5,3,3311,3
5,0,3,2,0,1,2,5,3312,3
23,2,5,3,0,1,4,4,3313,3
11,5,4,3,4,1,5,1,3314,3
21,3,3,3,2,3,1,5,3315,3
21,2,0,5,0,2,5,4,3316,3
7,3,1,0,3,2,1,4,3317,3
22,3,0,0,4,0,0,3,3318,3
24,3,4,1,4,1,2,4,3319,3
12,4,1,2,3,3,2,2,3320,3
17,4,3,4,3,2,4,4,3321,3
4,5,1,4,0,0,1,0,3322,3
0,3,1,2,2,2,0,5,3323,3
7,3,0,0,1,5,1,4,3324,3
25,3,4,1,1,3,3,2,3325,3
15,0,4,4,5,4,3,3,3326,3
25,0,5,0,3,5,5,5,3327,3
28,0,5,0,1,3,4,0,3328,3
6,2,2,2,4,4,3,5,3329,3
8,1,3,4,3,5,4,3,3330,3
29,3,1,0,4,4,4,5,3331,3
30,0,4,2,4,0,0,2,3332,3
24,5,5,4,0,4,2,0,3333,3
24,5,4,3,0,5,5,5,3334,3
5,5,0,2,1,3,5,3,3335,3
0,2,2,1,0,4,2,1,3336,3
22,4,3,1,0,2,3,0,3337,3
4,1,5,0,2,4,3,4,3338,3
29,0,1,2,5,2,1,3,3339,3
0,2,2,5,2,0,4,5,3340,3
30,1,3,1,2,4,4,0,3341,3
21,3,4,2,4,2,0,5,3342,3
1,2,1,0,0,5,4,1,3343,3
10,5,5,4,4,5,1,0,3344,3
30,1,5,4,4,2,5,4,3345,3
16,1,5,5,2,2,1,3,3346,3
16,2,3,0,1,4,0,2,3347,3
6,2,2,1,3,4,5,0,3348,3
6,1,1,1,4,5,5,1,3349,3
11,4,3,1,1,5,5,2,3350,3
26,0,5,1,5,3,3,3,3351,3
16,0,3,5,5,1,0,1,3352,3
16,3,4,2,1,3,0,2,3353,3
2,3,4,4,2,2,5,2,3354,3
17,4,4,5,1,4,4,0,3355,3
7,2,5,1,5,0,0,3,3356,3
27,5,4,3,0,3,2,4,3357,3
5,1,3,4,5,4,2,0,3358,3
17,2,3,3,3,3,1,4,3359,3
5,0,0,1,5,5,4,4,3360,3
5,3,0,2,5,0,1,4,3361,3
21,0,3,1,1,0,3,3,3362,3
11,5,5,3,2,1,2,3,3363,3
8,0,2,0,2,0,2,4,3364,3
26,1,4,0,0,5,2,4,3365,3
14,5,2,4,3,3,3,4,3366,3
8,4,4,3,5,3,0,2,3367,3
10,4,3,2,1,4,5,0,3368,3
9,1,5,3,4,3,2,0,3369,3
7,5,5,3,1,1,0,1,3370,3
29,3,2,5,1,1,1,1,3371,3
0,2,0,2,2,2,0,1,3372,3
7,0,3,2,5,4,3,4,3373,3
29,3,2,1,0,2,0,2,3374,3
22,2,0,1,3,0,0,4,3375,3
9,0,3,5,4,3,1,1,3376,3
1,0,5,3,0,3,1,3,3377,3
28,3,2,3,2,5,0,0,3378,3
5,0,3,3,1,3,1,3,3379,3
13,2,4,2,5,0,0,5,3380,3
13,2,3,3,5,0,3,3,3381,3
28,0,4,3,1,1,1,5,3382,3
0,4,4,1,5,4,0,0,3383,3
4,4,2,2,3,4,2,2,3384,3
1,5,1,3,3,0,5,4,3385,3
29,3,3,3,3,3,5,2,3386,3
15,5,4,3,3,1,4,2,3387,3
12,5,2,2,1,3,5,0,3388,3
11,2,3,0,5,4,3,1,3389,3
6,4,0,2,4,3,1,2,3390,3
5,5,5,2,2,0,2,3,3391,3
30,2,0,5,1,4,1,5,3392,3
10,1,3,1,1,0,0,1,3393,3
13,0,4,5,4,0,5,1,3394,3
17,5,0,1,4,4,4,5,3395,3
5,1,2,4,2,2,4,1,3396,3
22,1,1,1,3,3,0,2,3397,3
26,5,0,2,0,0,2,2,3398,3
2,0,1,2,1,2,4,1,3399,3
5,4,3,3,4,3,2,2,3400,3
11,1,3,1,3,0,2,3,3401,3
30,0,3,5,4,0,5,3,3402,3
23,2,1,3,1,5,0,1,3403,3
10,3,2,3,4,0,4,3,3404,3
13,2,2,4,1,3,5,5,3405,3
16,1,2,2,5,1,3,4,3406,3
8,3,3,4,4,1,4,4,3407,3
16,2,0,4,5,1,5,5,3408,3
16,3,1,2,0,1,4,5,3409,3
30,5,4,4,5,5,2,0,3410,3
2,2,3,5,2,4,1,4,3411,3
22,3,0,2,2,0,4,3,3412,3
0,0,2,1,3,2,2,5,3413,3
16,1,0,5,2,1,5,2,3414,3
26,2,5,2,3,2,0,0,3415,3
28,5,4,4,5,1,0,5,3416,3
18,1,4,3,3,4,0,5,3417,3
5,4,4,0,5,4,1,4,3418,3
7,0,1,2,0,1,4,4,3419,3
5,1,1,1,2,5,3,0,3420,3
25,4,3,5,2,1,2,1,3421,3
5,2,5,4,2,0,0,4,3422,3
22,4,2,4,2,3,3,1,3423,3
26,5,5,0,1,1,0,1,3424,3
16,0,0,1,5,5,5,1,3425,3
6,5,5,4,2,2,3,3,3426,3
16,2,0,5,4,1,3,2,3427,3
20,5,4,4,1,2,5,2,3428,3
13,1,3,3,4,2,0,5,3429,3
13,4,2,1,4,5,0,4,3430,3
28,5,4,2,5,5,2,0,3431,3
4,2,4,3,1,0,4,2,3432,3
29,3,2,2,1,4,0,3,3433,3
1,5,5,1,0,4,1,4,3434,3
1,0,3,4,5,1,4,0,3435,3
19,4,3,3,1,4,3,0,3436,3
0,0,1,3,0,5,4,4,3437,3
16,1,1,0,0,3,3,2,3438,3
13,0,3,4,2,3,4,3,3439,3
3,5,1,5,3,5,5,2,3440,3
1,5,3,1,1,0,5,3,3441,3
3,4,5,0,1,3,3,1,3442,3
1,2,3,5,3,5,4,2,3443,3
23,2,4,5,3,3,1,1,3444,3
23,0,4,5,3,5,0,4,3445,3
7,1,3,2,1,0,1,3,3446,3
12,4,4,2,1,1,2,4,3447,3
23,1,1,4,2,0,5,3,3448,3
5,2,5,1,1,2,3,3,3449,3
30,3,1,5,3,5,5,1,3450,3
29,2,4,1,0,3,0,3,3451,3
13,4,5,3,5,0,2,1,3452,3
9,5,0,2,3,5,2,1,3453,3
24,5,2,3,4,0,3,2,3454,3
1,2,4,5,4,2,3,2,3455,3
20,3,5,2,4,5,2,2,3456,3
21,1,4,0,4,4,2,1,3457,3
6,3,3,5,2,1,4,3,3458,3
28,1,5,1,5,1,1,5,3459,3
19,1,1,1,2,0,5,3,3460,3
14,0,3,0,4,1,0,2,3461,3
27,2,4,4,3,3,5,3,3462,3
27,5,4,0,0,2,5,1,3463,3
13,3,5,3,3,0,1,1,3464,3
7,3,3,2,5,2,0,4,3465,3
25,5,3,2,1,3,4,3,3466,3
12,3,4,1,1,2,0,1,3467,3
21,1,2,5,0,3,5,3,3468,3
17,0,3,0,4,3,0,4,3469,3
30,4,1,4,3,5,2,5,3470,3
29,1,0,0,2,4,3,3,3471,3
6,4,5,0,0,5,1,1,3472,3
20,4,4,1,1,0,0,5,3473,3
10,2,3,2,2,2,0,0,3474,3
14,2,4,0,2,1,4,5,3475,3
30,3,2,4,1,0,3,1,3476,3
20,1,3,0,3,5,4,4,3477,3
13,2,2,0,4,4,3,3,3478,3
30,0,1,5,1,4,3,1,3479,3
13,1,5,5,1,2,2,4,3480,3
5,3,1,0,3,3,5,0,3481,3
16,3,1,3,2,3,0,4,3482,3
5,3,2,3,5,1,2,2,3483,3
13,5,3,4,3,0,3,0,3484,3
1,1,4,4,0,1,1,3,3485,3
18,2,4,5,0,1,1,1,3486,3
10,4,1,3,4,0,0,5,3487,3
25,2,3,5,5,4,4,3,3488,3
0,3,3,1,0,4,5,0,3489,3
22,3,5,5,4,0,4,2,3490,3
11,4,0,4,2,2,2,1,3491,3
13,0,4,4,4,0,1,4,3492,3
28,2,0,5,0,0,5,5,3493,3
8,1,2,3,1,5,0,0,3494,3
10,5,3,3,0,4,3,4,3495,3
5,2,5,1,1,0,4,1,3496,3
18,2,4,0,1,3,4,0,3497,3
12,3,5,2,4,0,5,4,3498,3
22,4,2,1,3,1,2,0,3499,3
25,3,3,0,1,4,1,4,3500,3
22,1,1,0,0,0,5,1,3501,3
24,0,1,2,0,4,2,3,3502,3
30,4,0,5,4,4,3,3,3503,3
30,1,1,5,2,4,3,2,3504,3
19,5,2,3,2,4,3,5,3505,3
23,2,1,4,4,2,1,0,3506,3
23,5,5,1,0,3,2,1,3507,3
14,1,1,0,0,0,5,4,3508,3
22,4,3,5,2,2,5,2,3509,3
2,5,0,4,3,2,2,3,3510,3
7,4,3,5,3,3,4,3,3511,3
5,1,0,5,1,0,1,2,3512,3
16,5,4,0,4,2,5,2,3513,3
23,3,2,5,5,5,5,5,3514,3
16,2,0,0,2,2,4,2,3515,3
1,2,0,0,0,4,3,1,3516,3
29,2,1,2,5,1,0,1,3517,3
24,2,0,3,4,5,5,1,3518,3
30,5,1,3,2,2,3,3,3519,3
16,5,2,1,3,5,5,5,3520,3
15,0,0,3,4,1,3,3,3521,3
1,2,5,4,4,5,3,1,3522,3
18,3,3,4,4,4,0,1,3523,3
4,0,3,4,1,2,1,0,3524,3
27,2,0,4,4,5,4,1,3525,3
17,4,2,2,4,4,3,3,3526,3
8,2,3,0,5,0,1,4,3527,3
4,5,2,0,5,4,1,2,3528,3
27,1,4,3,1,3,4,4,3529,3
20,4,2,3,3,5,2,3,3530,3
27,3,5,2,3,0,0,0,3531,3
21,3,2,4,0,3,4,1,3532,3
18,5,0,4,5,0,2,1,3533,3
15,2,1,4,0,4,3,2,3534,3
25,2,5,2,3,2,2,4,3535,3
27,2,1,4,1,3,3,2,3536,3
25,1,4,4,1,2,2,3,3537,3
19,2,4,4,2,0,1,2,3538,3
25,4,4,4,3,2,2,1,3539,3
19,1,3,5,2,2,1,2,3540,3
20,4,5,2,4,3,5,5,3541,3
15,4,1,3,4,0,5,3,3542,3
7,2,3,4,3,4,1,5,3543,3
30,5,5,1,2,5,5,5,3544,3
13,4,1,0,4,5,3,4,3545,3
2,0,4,5,2,3,2,4,3546,3
13,0,0,0,2,5,4,2,3547,3
29,2,2,4,5,1,4,1,3548,3
30,2,0,3,3,0,2,3,3549,3
13,2,0,0,1,1,5,3,3550,3
15,3,4,1,0,3,3,5,3551,3
5,5,0,0,0,2,4,4,3552,3
25,1,4,5,4,5,5,0,3553,3
13,0,4,3,0,2,3,2,3554,3
24,2,1,4,3,4,1,1,3555,3
0,2,4,5,1,4,2,3,3556,3
24,5,4,5,0,2,0,1,3557,3
12,3,5,5,2,5,4,2,3558,3
22,4,5,1,1,3,2,1,3559,3
4,1,3,0,2,5,2,0,3560,3
12,4,2,4,2,3,3,2,3561,3
22,3,0,3,1,0,3,4,3562,3
22,2,4,1,5,3,3,3,3563,3
7,5,3,4,1,4,5,0,3564,3
15,4,5,2,2,1,0,1,3565,3
27,0,4,0,1,4,2,2,3566,3
21,1,1,0,3,5,1,4,3567,3
4,5,0,3,3,1,1,1,3568,3
30,2,4,3,1,3,1,5,3569,3
28,0,3,0,4,1,2,1,3570,3
29,3,4,2,1,0,5,5,3571,3
0,1,4,4,3,4,3,4,3572,3
2,5,5,4,2,4,1,5,3573,3
18,0,4,4,5,1,0,1,3574,3
5,4,3,5,3,5,4,5,3575,3
11,1,3,0,2,1,4,1,3576,3
14,1,3,4,3,4,1,5,3577,3
29,0,5,0,3,4,0,3,3578,3
4,0,4,2,2,4,5,0,3579,3
7,4,1,4,5,5,2,3,3580,3
13,4,5,3,2,1,0,3,3581,3
26,0,2,2,5,5,2,1,3582,3
2,5,0,4,2,3,4,4,3583,3
19,2,2,3,2,3,0,1,3584,3
5,3,2,1,1,4,4,5,3585,3
20,2,2,1,2,3,4,1,3586,3
4,4,2,2,2,0,5,5,3587,3
23,0,3,1,5,4,4,1,3588,3
18,4,1,3,4,1,4,1,3589,3
16,5,0,0,3,4,3,1,3590,3
13,0,5,2,4,3,3,0,3591,3
13,0,4,0,0,0,2,1,3592,3
5,4,5,0,5,0,1,4,3593,3
7,0,5,5,4,4,4,2,3594,3
3,3,1,1,0,5,4,2,3595,3
9,3,3,3,1,5,0,4,3596,3
21,0,0,3,4,4,4,5,3597,3
24,2,2,2,5,0,1,0,3598,3
6,5,3,4,4,0,4,4,3599,3
26,3,0,3,5,4,1,0,3600,3
12,5,5,2,2,0,0,0,3601,3
23,4,0,4,4,0,5,3,3602,3
24,5,2,2,1,0,4,2,3603,3
21,3,2,5,0,4,3,1,3604,3
14,0,4,4,0,1,0,2,3605,3
9,0,1,2,1,3,0,1,3606,3
25,4,5,5,1,3,0,2,3607,3
18,5,0,4,1,5,1,0,3608,3
17,0,1,5,4,5,4,1,3609,3
23,3,3,3,3,1,4,5,3610,3
8,1,1,2,1,1,0,4,3611,3
18,3,4,0,3,5,4,0,3612,3
7,2,0,4,1,1,5,0,3613,3
24,2,5,5,2,5,4,1,3614,3
28,3,1,5,4,3,4,5,3615,3
18,2,0,4,3,3,1,0,3616,3
26,0,2,0,1,1,4,5,3617,3
6,5,3,3,4,1,1,5,3618,3
10,1,0,4,5,3,2,5,3619,3
20,0,2,5,5,4,2,2,3620,3
17,4,2,4,4,0,0,3,3621,3
13,3,3,3,1,1,2,2,3622,3
29,0,1,4,4,3,5,0,3623,3
1,1,2,4,2,1,3,2,3624,3
26,3,5,3,2,3,2,2,3625,3
28,5,3,4,5,1,5,3,3626,3
21,1,5,3,3,2,0,1,3627,3
18,1,5,1,5,0,3,0,3628,3
27,0,1,1,0,4,0,1,3629,3
27,1,1,2,5,4,5,0,3630,3
24,0,5,4,5,1,3,5,3631,3
8,3,1,4,3,3,5,5,3632,3
21,1,1,2,2,4,3,2,3633,3
6,2,4,3,4,2,4,0,3634,3
18,1,2,5,5,5,5,5,3635,3
28,1,0,4,1,0,2,4,3636,3
10,4,3,2,3,0,4,1,3637,3
27,5,3,4,5,0,3,3,3638,3
10,5,0,1,4,3,5,2,3639,3
5,5,3,2,0,3,3,4,3640,3
2,5,3,4,4,0,5,1,3641,3
29,2,4,5,3,1,5,0,3642,3
25,0,1,5,1,0,4,4,3643,3
16,0,0,4,3,0,4,5,3644,3
0,5,2,5,5,4,4,4,3645,3
30,3,1,5,2,2,4,0,3646,3
2,3,3,5,3,4,2,0,3647,3
24,4,5,3,2,5,4,2,3648,3
20,0,4,3,5,5,0,3,3649,3
27,4,3,5,5,1,0,1,3650,3
6,3,1,1,1,1,0,3,3651,3
4,2,3,3,0,2,3,0,3652,3
21,2,1,2,0,4,3,1,3653,3
14,4,4,5,0,2,2,4,3654,3
24,4,2,4,1,5,5,0,3655,3
0,2,5,1,5,3,4,1,3656,3
29,1,1,2,5,4,0,4,3657,3
29,1,4,5,3,0,1,4,3658,3
18,2,1,0,1,0,0,4,3659,3
2,0,5,1,1,3,5,3,3660,3
22,0,3,4,3,3,4,5,3661,3
14,1,1,0,2,0,3,2,3662,3
