reviews,score,cleanliness,communication,checkIn,accuracy,location,value,id,k
18,3,2,1,3,1,0,2,2071,2
18,2,0,0,5,4,1,4,2072,2
22,3,2,3,0,0,5,5,2073,2
12,2,3,3,1,4,1,1,2074,2
14,5,4,3,3,4,4,3,2075,2
23,3,3,0,1,5,4,0,2076,2
26,1,5,1,2,0,3,1,2077,2
14,0,0,5,4,4,3,4,2078,2
12,5,0,3,4,3,4,5,2079,2
11,3,4,1,0,1,5,2,2080,2
17,0,5,3,3,4,2,0,2081,2
10,4,3,2,0,5,5,2,2082,2
3,4,0,0,3,2,4,3,2083,2
5,2,4,2,0,1,4,5,2084,2
12,2,0,5,3,3,1,0,2085,2
11,0,2,4,3,4,0,3,2086,2
8,1,5,5,2,2,3,2,2087,2
23,0,0,0,0,4,2,2,2088,2
27,5,5,4,1,1,1,0,2089,2
5,4,3,0,3,1,1,0,2090,2
25,3,0,3,2,3,4,5,2091,2
1,0,0,0,0,0,4,5,2092,2
10,2,1,4,3,3,4,3,2093,2
3,1,1,5,5,4,5,2,2094,2
1,4,5,2,5,3,4,5,2095,2
17,4,0,2,3,0,3,5,2096,2
22,4,3,4,2,5,4,4,2097,2
5,3,1,3,2,1,4,0,2098,2
24,0,4,1,3,3,3,1,2099,2
22,1,5,3,5,4,3,0,2100,2
7,0,1,4,1,4,4,0,2101,2
30,3,1,2,0,2,2,0,2102,2
2,3,1,1,0,5,3,3,2103,2
16,1,2,4,4,3,0,4,2104,2
20,2,1,1,2,2,1,3,2105,2
18,3,0,4,0,0,2,4,2106,2
10,2,3,0,1,2,5,2,2107,2
2,5,1,1,4,5,0,3,2108,2
15,4,3,0,0,2,5,5,2109,2
2,2,2,1,3,1,4,4,2110,2
9,0,4,1,3,4,4,4,2111,2
9,5,3,2,0,2,0,3,2112,2
17,4,2,3,3,5,3,4,2113,2
11,1,4,1,0,1,0,1,2114,2
5,5,2,5,3,0,4,1,2115,2
11,4,3,1,5,1,5,1,2116,2
1,2,3,3,4,2,4,1,2117,2
6,5,4,0,5,3,2,3,2118,2
26,4,0,4,3,2,5,1,2119,2
1,3,4,3,2,0,4,4,2120,2
29,3,0,2,4,0,2,2,2121,2
26,4,2,5,4,3,2,4,2122,2
7,4,0,0,1,2,0,1,2123,2
24,0,1,0,4,4,4,3,2124,2
29,4,2,4,0,4,5,5,2125,2
8,3,1,3,5,2,5,2,2126,2
6,1,0,4,1,1,2,2,2127,2
12,5,5,5,4,4,4,4,2128,2
26,5,1,5,1,5,5,2,2129,2
25,2,4,3,1,5,2,4,2130,2
10,4,0,4,1,1,4,1,2131,2
0,4,0,0,5,1,1,3,2132,2
24,2,5,2,2,5,3,3,2133,2
29,1,1,4,2,5,0,1,2134,2
28,2,4,0,2,1,0,0,2135,2
7,0,4,1,1,5,3,4,2136,2
3,5,2,5,5,0,2,0,2137,2
13,2,1,1,3,0,1,3,2138,2
8,2,3,2,0,0,1,3,2139,2
6,0,2,4,0,1,3,1,2140,2
1,3,3,2,5,0,4,3,2141,2
18,1,3,3,2,4,4,5,2142,2
30,4,4,5,4,5,4,5,2143,2
15,0,0,3,1,1,4,0,2144,2
9,4,2,5,0,4,0,1,2145,2
0,5,2,2,4,1,1,5,2146,2
30,2,3,1,0,5,3,0,2147,2
18,5,0,0,5,4,3,3,2148,2
30,4,3,1,0,0,5,5,2149,2
4,0,2,4,2,5,0,5,2150,2
20,3,3,3,4,4,1,1,2151,2
5,3,2,3,4,5,2,1,2152,2
29,3,5,5,5,5,4,0,2153,2
28,5,3,3,1,4,1,5,2154,2
5,2,3,1,2,5,0,2,2155,2
3,3,0,3,5,0,4,2,2156,2
14,0,0,5,0,4,0,1,2157,2
7,0,4,5,1,3,1,1,2158,2
4,4,1,4,0,3,4,1,2159,2
10,4,4,4,4,3,3,1,2160,2
26,3,2,2,0,2,0,5,2161,2
23,5,3,1,0,0,3,4,2162,2
3,3,0,3,3,4,0,2,2163,2
19,1,0,0,2,4,5,4,2164,2
24,3,1,0,1,1,1,0,2165,2
18,1,5,2,0,0,3,0,2166,2
11,5,1,3,0,5,2,4,2167,2
19,3,3,5,0,2,0,1,2168,2
22,3,5,1,3,0,0,2,2169,2
25,1,3,0,2,2,3,5,2170,2
14,2,4,3,2,1,1,0,2171,2
27,5,4,1,3,1,4,2,2172,2
11,0,1,2,1,4,3,2,2173,2
0,2,3,3,3,1,2,2,2174,2
0,2,0,4,3,3,5,1,2175,2
26,1,2,0,0,1,2,2,2176,2
29,3,0,4,2,4,0,3,2177,2
1,0,0,2,1,4,4,1,2178,2
23,4,0,2,0,4,1,1,2179,2
20,1,3,3,5,4,2,1,2180,2
29,0,0,2,3,3,0,3,2181,2
30,5,3,3,1,3,2,4,2182,2
16,0,2,3,2,3,4,4,2183,2
17,3,4,5,3,5,0,2,2184,2
4,2,5,0,2,3,2,0,2185,2
3,1,0,5,3,5,4,3,2186,2
14,0,0,0,3,5,4,0,2187,2
16,2,3,2,3,2,1,5,2188,2
9,5,3,3,3,1,0,0,2189,2
11,4,2,0,2,2,0,3,2190,2
0,1,1,3,1,5,5,4,2191,2
11,5,2,0,0,2,5,1,2192,2
2,4,0,1,2,5,1,2,2193,2
10,0,1,3,0,5,5,1,2194,2
17,2,3,0,2,4,0,1,2195,2
16,2,4,4,0,3,1,0,2196,2
6,0,3,5,5,5,5,3,2197,2
0,2,5,4,2,0,2,1,2198,2
23,1,1,2,5,3,4,4,2199,2
7,5,2,4,1,1,2,5,2200,2
2,0,2,5,2,0,0,4,2201,2
20,5,5,5,0,3,3,5,2202,2
11,5,5,0,2,0,2,1,2203,2
20,4,3,0,4,2,3,3,2204,2
15,5,0,4,5,2,5,0,2205,2
15,3,1,0,2,2,5,5,2206,2
18,3,2,3,5,0,5,2,2207,2
12,4,4,0,4,1,1,0,2208,2
11,5,5,4,1,1,3,4,2209,2
26,0,0,2,0,3,3,4,2210,2
20,2,3,5,2,0,2,4,2211,2
21,5,5,0,5,3,2,3,2212,2
6,1,2,2,3,5,0,2,2213,2
6,2,3,3,5,2,4,5,2214,2
12,4,5,5,3,5,4,5,2215,2
27,1,5,3,1,2,2,0,2216,2
15,2,4,1,3,0,1,0,2217,2
18,3,3,3,0,2,0,2,2218,2
11,5,5,4,3,0,4,5,2219,2
24,5,1,2,3,0,2,1,2220,2
28,0,4,2,1,0,3,4,2221,2
20,0,0,1,4,3,3,5,2222,2
14,5,2,1,4,2,0,5,2223,2
8,3,0,1,4,2,1,4,2224,2
11,4,1,4,4,1,5,2,2225,2
30,2,3,3,2,5,0,3,2226,2
18,2,4,2,0,5,3,4,2227,2
24,2,3,5,0,4,1,2,2228,2
3,2,4,1,1,4,1,0,2229,2
3,0,4,4,2,1,0,1,2230,2
12,3,0,1,1,2,2,4,2231,2
18,2,2,0,3,2,3,0,2232,2
0,4,0,4,0,3,0,2,2233,2
27,2,0,1,4,4,0,2,2234,2
22,3,3,5,5,0,2,5,2235,2
7,4,3,2,5,4,3,1,2236,2
28,2,4,0,1,0,5,3,2237,2
16,0,5,5,5,0,3,5,2238,2
19,3,1,2,3,1,2,3,2239,2
23,2,1,3,5,3,1,4,2240,2
15,2,0,0,2,0,5,2,2241,2
19,2,5,4,4,3,3,0,2242,2
0,0,1,5,2,1,0,2,2243,2
0,5,4,1,4,2,4,1,2244,2
11,0,2,2,5,4,5,2,2245,2
4,2,4,5,1,0,0,1,2246,2
0,3,0,3,3,4,2,4,2247,2
23,1,3,2,2,2,5,5,2248,2
14,0,0,2,5,0,5,4,2249,2
1,0,4,2,1,2,3,5,2250,2
7,5,5,5,0,1,4,2,2251,2
19,1,2,5,1,3,5,3,2252,2
27,2,5,1,1,5,5,3,2253,2
24,4,5,3,5,5,2,1,2254,2
15,5,3,3,2,4,5,2,2255,2
14,5,0,3,5,0,3,3,2256,2
7,2,3,4,2,2,1,4,2257,2
1,1,1,0,2,2,5,0,2258,2
2,2,4,1,1,5,3,3,2259,2
15,0,0,2,4,0,0,3,2260,2
17,5,1,2,2,1,0,3,2261,2
9,5,1,5,1,5,2,4,2262,2
24,4,4,5,0,5,2,1,2263,2
14,3,2,0,0,1,0,3,2264,2
4,1,0,2,5,1,2,0,2265,2
14,2,4,5,1,1,3,0,2266,2
7,3,4,5,2,0,2,1,2267,2
20,1,3,4,0,1,4,3,2268,2
20,5,0,3,0,5,0,2,2269,2
3,2,1,2,4,0,1,4,2270,2
29,2,3,0,4,0,0,0,2271,2
8,0,2,1,5,5,5,3,2272,2
19,3,2,4,4,5,5,2,2273,2
13,0,4,0,5,2,5,3,2274,2
20,4,3,5,4,0,5,4,2275,2
17,4,1,4,2,5,5,3,2276,2
5,1,0,4,1,2,0,5,2277,2
24,4,0,3,4,2,1,4,2278,2
29,4,3,3,5,1,0,1,2279,2
1,3,0,2,4,2,0,4,2280,2
6,4,0,1,3,5,5,4,2281,2
6,5,1,1,5,5,2,5,2282,2
9,2,1,3,5,0,1,4,2283,2
9,4,4,5,4,1,1,1,2284,2
9,2,5,0,5,4,1,3,2285,2
15,4,0,2,2,3,0,3,2286,2
11,0,2,1,1,2,4,2,2287,2
3,3,4,3,2,3,3,5,2288,2
11,1,0,0,3,3,5,0,2289,2
27,0,4,5,0,1,0,3,2290,2
12,0,1,4,5,5,1,0,2291,2
8,0,0,2,5,2,0,4,2292,2
7,2,0,5,5,2,4,2,2293,2
27,0,0,2,4,1,4,2,2294,2
9,3,5,3,1,2,4,3,2295,2
6,1,5,5,4,1,0,5,2296,2
4,5,0,3,3,1,0,2,2297,2
15,4,0,1,2,4,0,5,2298,2
25,5,3,3,2,1,2,4,2299,2
6,4,3,4,2,5,3,0,2300,2
18,2,1,0,4,2,2,2,2301,2
20,2,0,2,2,3,3,4,2302,2
0,1,2,3,2,2,5,2,2303,2
26,0,1,2,2,3,0,1,2304,2
30,5,1,1,5,5,4,0,2305,2
9,3,1,1,5,4,4,4,2306,2
16,3,1,0,0,5,3,0,2307,2
19,3,5,1,5,4,3,3,2308,2
26,2,2,5,4,2,3,3,2309,2
12,4,2,4,3,1,3,0,2310,2
21,0,3,1,3,4,5,3,2311,2
5,0,3,2,0,1,2,5,2312,2
23,2,5,3,0,1,4,4,2313,2
11,5,4,3,4,1,5,1,2314,2
21,3,3,3,2,3,1,5,2315,2
21,2,0,5,0,2,5,4,2316,2
7,3,1,0,3,2,1,4,2317,2
22,3,0,0,4,0,0,3,2318,2
24,3,4,1,4,1,2,4,2319,2
12,4,1,2,3,3,2,2,2320,2
17,4,3,4,3,2,4,4,2321,2
4,5,1,4,0,0,1,0,2322,2
0,3,1,2,2,2,0,5,2323,2
7,3,0,0,1,5,1,4,2324,2
25,3,4,1,1,3,3,2,2325,2
15,0,4,4,5,4,3,3,2326,2
25,0,5,0,3,5,5,5,2327,2
28,0,5,0,1,3,4,0,2328,2
6,2,2,2,4,4,3,5,2329,2
8,1,3,4,3,5,4,3,2330,2
29,3,1,0,4,4,4,5,2331,2
30,0,4,2,4,0,0,2,2332,2
24,5,5,4,0,4,2,0,2333,2
24,5,4,3,0,5,5,5,2334,2
5,5,0,2,1,3,5,3,2335,2
0,2,2,1,0,4,2,1,2336,2
22,4,3,1,0,2,3,0,2337,2
4,1,5,0,2,4,3,4,2338,2
29,0,1,2,5,2,1,3,2339,2
0,2,2,5,2,0,4,5,2340,2
30,1,3,1,2,4,4,0,2341,2
21,3,4,2,4,2,0,5,2342,2
1,2,1,0,0,5,4,1,2343,2
10,5,5,4,4,5,1,0,2344,2
30,1,5,4,4,2,5,4,2345,2
16,1,5,5,2,2,1,3,2346,2
16,2,3,0,1,4,0,2,2347,2
6,2,2,1,3,4,5,0,2348,2
6,1,1,1,4,5,5,1,2349,2
11,4,3,1,1,5,5,2,2350,2
26,0,5,1,5,3,3,3,2351,2
16,0,3,5,5,1,0,1,2352,2
16,3,4,2,1,3,0,2,2353,2
2,3,4,4,2,2,5,2,2354,2
17,4,4,5,1,4,4,0,2355,2
7,2,5,1,5,0,0,3,2356,2
27,5,4,3,0,3,2,4,2357,2
5,1,3,4,5,4,2,0,2358,2
17,2,3,3,3,3,1,4,2359,2
5,0,0,1,5,5,4,4,2360,2
5,3,0,2,5,0,1,4,2361,2
21,0,3,1,1,0,3,3,2362,2
11,5,5,3,2,1,2,3,2363,2
8,0,2,0,2,0,2,4,2364,2
26,1,4,0,0,5,2,4,2365,2
14,5,2,4,3,3,3,4,2366,2
8,4,4,3,5,3,0,2,2367,2
10,4,3,2,1,4,5,0,2368,2
9,1,5,3,4,3,2,0,2369,2
7,5,5,3,1,1,0,1,2370,2
29,3,2,5,1,1,1,1,2371,2
0,2,0,2,2,2,0,1,2372,2
7,0,3,2,5,4,3,4,2373,2
29,3,2,1,0,2,0,2,2374,2
22,2,0,1,3,0,0,4,2375,2
9,0,3,5,4,3,1,1,2376,2
1,0,5,3,0,3,1,3,2377,2
28,3,2,3,2,5,0,0,2378,2
5,0,3,3,1,3,1,3,2379,2
13,2,4,2,5,0,0,5,2380,2
13,2,3,3,5,0,3,3,2381,2
28,0,4,3,1,1,1,5,2382,2
0,4,4,1,5,4,0,0,2383,2
4,4,2,2,3,4,2,2,2384,2
1,5,1,3,3,0,5,4,2385,2
29,3,3,3,3,3,5,2,2386,2
15,5,4,3,3,1,4,2,2387,2
12,5,2,2,1,3,5,0,2388,2
11,2,3,0,5,4,3,1,2389,2
6,4,0,2,4,3,1,2,2390,2
5,5,5,2,2,0,2,3,2391,2
30,2,0,5,1,4,1,5,2392,2
10,1,3,1,1,0,0,1,2393,2
13,0,4,5,4,0,5,1,2394,2
17,5,0,1,4,4,4,5,2395,2
5,1,2,4,2,2,4,1,2396,2
22,1,1,1,3,3,0,2,2397,2
26,5,0,2,0,0,2,2,2398,2
2,0,1,2,1,2,4,1,2399,2
5,4,3,3,4,3,2,2,2400,2
11,1,3,1,3,0,2,3,2401,2
30,0,3,5,4,0,5,3,2402,2
23,2,1,3,1,5,0,1,2403,2
10,3,2,3,4,0,4,3,2404,2
13,2,2,4,1,3,5,5,2405,2
16,1,2,2,5,1,3,4,2406,2
8,3,3,4,4,1,4,4,2407,2
16,2,0,4,5,1,5,5,2408,2
16,3,1,2,0,1,4,5,2409,2
30,5,4,4,5,5,2,0,2410,2
2,2,3,5,2,4,1,4,2411,2
22,3,0,2,2,0,4,3,2412,2
0,0,2,1,3,2,2,5,2413,2
16,1,0,5,2,1,5,2,2414,2
26,2,5,2,3,2,0,0,2415,2
28,5,4,4,5,1,0,5,2416,2
18,1,4,3,3,4,0,5,2417,2
5,4,4,0,5,4,1,4,2418,2
7,0,1,2,0,1,4,4,2419,2
5,1,1,1,2,5,3,0,2420,2
25,4,3,5,2,1,2,1,2421,2
5,2,5,4,2,0,0,4,2422,2
22,4,2,4,2,3,3,1,2423,2
26,5,5,0,1,1,0,1,2424,2
16,0,0,1,5,5,5,1,2425,2
6,5,5,4,2,2,3,3,2426,2
16,2,0,5,4,1,3,2,2427,2
20,5,4,4,1,2,5,2,2428,2
13,1,3,3,4,2,0,5,2429,2
13,4,2,1,4,5,0,4,2430,2
28,5,4,2,5,5,2,0,2431,2
4,2,4,3,1,0,4,2,2432,2
29,3,2,2,1,4,0,3,2433,2
1,5,5,1,0,4,1,4,2434,2
1,0,3,4,5,1,4,0,2435,2
19,4,3,3,1,4,3,0,2436,2
0,0,1,3,0,5,4,4,2437,2
16,1,1,0,0,3,3,2,2438,2
13,0,3,4,2,3,4,3,2439,2
3,5,1,5,3,5,5,2,2440,2
1,5,3,1,1,0,5,3,2441,2
3,4,5,0,1,3,3,1,2442,2
1,2,3,5,3,5,4,2,2443,2
23,2,4,5,3,3,1,1,2444,2
23,0,4,5,3,5,0,4,2445,2
7,1,3,2,1,0,1,3,2446,2
12,4,4,2,1,1,2,4,2447,2
23,1,1,4,2,0,5,3,2448,2
5,2,5,1,1,2,3,3,2449,2
30,3,1,5,3,5,5,1,2450,2
29,2,4,1,0,3,0,3,2451,2
13,4,5,3,5,0,2,1,2452,2
9,5,0,2,3,5,2,1,2453,2
24,5,2,3,4,0,3,2,2454,2
1,2,4,5,4,2,3,2,2455,2
20,3,5,2,4,5,2,2,2456,2
21,1,4,0,4,4,2,1,2457,2
6,3,3,5,2,1,4,3,2458,2
28,1,5,1,5,1,1,5,2459,2
19,1,1,1,2,0,5,3,2460,2
14,0,3,0,4,1,0,2,2461,2
27,2,4,4,3,3,5,3,2462,2
27,5,4,0,0,2,5,1,2463,2
13,3,5,3,3,0,1,1,2464,2
7,3,3,2,5,2,0,4,2465,2
25,5,3,2,1,3,4,3,2466,2
12,3,4,1,1,2,0,1,2467,2
21,1,2,5,0,3,5,3,2468,2
17,0,3,0,4,3,0,4,2469,2
30,4,1,4,3,5,2,5,2470,2
29,1,0,0,2,4,3,3,2471,2
6,4,5,0,0,5,1,1,2472,2
20,4,4,1,1,0,0,5,2473,2
10,2,3,2,2,2,0,0,2474,2
14,2,4,0,2,1,4,5,2475,2
30,3,2,4,1,0,3,1,2476,2
20,1,3,0,3,5,4,4,2477,2
13,2,2,0,4,4,3,3,2478,2
30,0,1,5,1,4,3,1,2479,2
13,1,5,5,1,2,2,4,2480,2
5,3,1,0,3,3,5,0,2481,2
16,3,1,3,2,3,0,4,2482,2
5,3,2,3,5,1,2,2,2483,2
13,5,3,4,3,0,3,0,2484,2
1,1,4,4,0,1,1,3,2485,2
18,2,4,5,0,1,1,1,2486,2
10,4,1,3,4,0,0,5,2487,2
25,2,3,5,5,4,4,3,2488,2
0,3,3,1,0,4,5,0,2489,2
22,3,5,5,4,0,4,2,2490,2
11,4,0,4,2,2,2,1,2491,2
13,0,4,4,4,0,1,4,2492,2
28,2,0,5,0,0,5,5,2493,2
8,1,2,3,1,5,0,0,2494,2
10,5,3,3,0,4,3,4,2495,2
5,2,5,1,1,0,4,1,2496,2
18,2,4,0,1,3,4,0,2497,2
12,3,5,2,4,0,5,4,2498,2
22,4,2,1,3,1,2,0,2499,2
25,3,3,0,1,4,1,4,2500,2
22,1,1,0,0,0,5,1,2501,2
24,0,1,2,0,4,2,3,2502,2
30,4,0,5,4,4,3,3,2503,2
30,1,1,5,2,4,3,2,2504,2
19,5,2,3,2,4,3,5,2505,2
23,2,1,4,4,2,1,0,2506,2
23,5,5,1,0,3,2,1,2507,2
14,1,1,0,0,0,5,4,2508,2
22,4,3,5,2,2,5,2,2509,2
2,5,0,4,3,2,2,3,2510,2
7,4,3,5,3,3,4,3,2511,2
5,1,0,5,1,0,1,2,2512,2
16,5,4,0,4,2,5,2,2513,2
23,3,2,5,5,5,5,5,2514,2
16,2,0,0,2,2,4,2,2515,2
1,2,0,0,0,4,3,1,2516,2
29,2,1,2,5,1,0,1,2517,2
24,2,0,3,4,5,5,1,2518,2
30,5,1,3,2,2,3,3,2519,2
16,5,2,1,3,5,5,5,2520,2
15,0,0,3,4,1,3,3,2521,2
1,2,5,4,4,5,3,1,2522,2
18,3,3,4,4,4,0,1,2523,2
4,0,3,4,1,2,1,0,2524,2
27,2,0,4,4,5,4,1,2525,2
17,4,2,2,4,4,3,3,2526,2
8,2,3,0,5,0,1,4,2527,2
4,5,2,0,5,4,1,2,2528,2
27,1,4,3,1,3,4,4,2529,2
20,4,2,3,3,5,2,3,2530,2
27,3,5,2,3,0,0,0,2531,2
21,3,2,4,0,3,4,1,2532,2
18,5,0,4,5,0,2,1,2533,2
15,2,1,4,0,4,3,2,2534,2
25,2,5,2,3,2,2,4,2535,2
27,2,1,4,1,3,3,2,2536,2
25,1,4,4,1,2,2,3,2537,2
19,2,4,4,2,0,1,2,2538,2
25,4,4,4,3,2,2,1,2539,2
19,1,3,5,2,2,1,2,2540,2
20,4,5,2,4,3,5,5,2541,2
15,4,1,3,4,0,5,3,2542,2
7,2,3,4,3,4,1,5,2543,2
30,5,5,1,2,5,5,5,2544,2
13,4,1,0,4,5,3,4,2545,2
2,0,4,5,2,3,2,4,2546,2
13,0,0,0,2,5,4,2,2547,2
29,2,2,4,5,1,4,1,2548,2
30,2,0,3,3,0,2,3,2549,2
13,2,0,0,1,1,5,3,2550,2
15,3,4,1,0,3,3,5,2551,2
5,5,0,0,0,2,4,4,2552,2
25,1,4,5,4,5,5,0,2553,2
13,0,4,3,0,2,3,2,2554,2
24,2,1,4,3,4,1,1,2555,2
0,2,4,5,1,4,2,3,2556,2
24,5,4,5,0,2,0,1,2557,2
12,3,5,5,2,5,4,2,2558,2
22,4,5,1,1,3,2,1,2559,2
4,1,3,0,2,5,2,0,2560,2
12,4,2,4,2,3,3,2,2561,2
22,3,0,3,1,0,3,4,2562,2
22,2,4,1,5,3,3,3,2563,2
7,5,3,4,1,4,5,0,2564,2
15,4,5,2,2,1,0,1,2565,2
27,0,4,0,1,4,2,2,2566,2
21,1,1,0,3,5,1,4,2567,2
4,5,0,3,3,1,1,1,2568,2
30,2,4,3,1,3,1,5,2569,2
28,0,3,0,4,1,2,1,2570,2
29,3,4,2,1,0,5,5,2571,2
0,1,4,4,3,4,3,4,2572,2
2,5,5,4,2,4,1,5,2573,2
18,0,4,4,5,1,0,1,2574,2
5,4,3,5,3,5,4,5,2575,2
11,1,3,0,2,1,4,1,2576,2
14,1,3,4,3,4,1,5,2577,2
29,0,5,0,3,4,0,3,2578,2
4,0,4,2,2,4,5,0,2579,2
7,4,1,4,5,5,2,3,2580,2
13,4,5,3,2,1,0,3,2581,2
26,0,2,2,5,5,2,1,2582,2
2,5,0,4,2,3,4,4,2583,2
19,2,2,3,2,3,0,1,2584,2
5,3,2,1,1,4,4,5,2585,2
20,2,2,1,2,3,4,1,2586,2
4,4,2,2,2,0,5,5,2587,2
23,0,3,1,5,4,4,1,2588,2
18,4,1,3,4,1,4,1,2589,2
16,5,0,0,3,4,3,1,2590,2
13,0,5,2,4,3,3,0,2591,2
13,0,4,0,0,0,2,1,2592,2
5,4,5,0,5,0,1,4,2593,2
7,0,5,5,4,4,4,2,2594,2
3,3,1,1,0,5,4,2,2595,2
9,3,3,3,1,5,0,4,2596,2
21,0,0,3,4,4,4,5,2597,2
24,2,2,2,5,0,1,0,2598,2
6,5,3,4,4,0,4,4,2599,2
26,3,0,3,5,4,1,0,2600,2
12,5,5,2,2,0,0,0,2601,2
23,4,0,4,4,0,5,3,2602,2
24,5,2,2,1,0,4,2,2603,2
21,3,2,5,0,4,3,1,2604,2
14,0,4,4,0,1,0,2,2605,2
9,0,1,2,1,3,0,1,2606,2
25,4,5,5,1,3,0,2,2607,2
18,5,0,4,1,5,1,0,2608,2
17,0,1,5,4,5,4,1,2609,2
23,3,3,3,3,1,4,5,2610,2
8,1,1,2,1,1,0,4,2611,2
18,3,4,0,3,5,4,0,2612,2
7,2,0,4,1,1,5,0,2613,2
24,2,5,5,2,5,4,1,2614,2
28,3,1,5,4,3,4,5,2615,2
18,2,0,4,3,3,1,0,2616,2
26,0,2,0,1,1,4,5,2617,2
6,5,3,3,4,1,1,5,2618,2
10,1,0,4,5,3,2,5,2619,2
20,0,2,5,5,4,2,2,2620,2
17,4,2,4,4,0,0,3,2621,2
13,3,3,3,1,1,2,2,2622,2
29,0,1,4,4,3,5,0,2623,2
1,1,2,4,2,1,3,2,2624,2
26,3,5,3,2,3,2,2,2625,2
28,5,3,4,5,1,5,3,2626,2
21,1,5,3,3,2,0,1,2627,2
18,1,5,1,5,0,3,0,2628,2
27,0,1,1,0,4,0,1,2629,2
27,1,1,2,5,4,5,0,2630,2
24,0,5,4,5,1,3,5,2631,2
8,3,1,4,3,3,5,5,2632,2
21,1,1,2,2,4,3,2,2633,2
6,2,4,3,4,2,4,0,2634,2
18,1,2,5,5,5,5,5,2635,2
28,1,0,4,1,0,2,4,2636,2
10,4,3,2,3,0,4,1,2637,2
27,5,3,4,5,0,3,3,2638,2
10,5,0,1,4,3,5,2,2639,2
5,5,3,2,0,3,3,4,2640,2
2,5,3,4,4,0,5,1,2641,2
29,2,4,5,3,1,5,0,2642,2
25,0,1,5,1,0,4,4,2643,2
16,0,0,4,3,0,4,5,2644,2
0,5,2,5,5,4,4,4,2645,2
30,3,1,5,2,2,4,0,2646,2
2,3,3,5,3,4,2,0,2647,2
24,4,5,3,2,5,4,2,2648,2
20,0,4,3,5,5,0,3,2649,2
27,4,3,5,5,1,0,1,2650,2
6,3,1,1,1,1,0,3,2651,2
4,2,3,3,0,2,3,0,2652,2
21,2,1,2,0,4,3,1,2653,2
14,4,4,5,0,2,2,4,2654,2
24,4,2,4,1,5,5,0,2655,2
0,2,5,1,5,3,4,1,2656,2
29,1,1,2,5,4,0,4,2657,2
29,1,4,5,3,0,1,4,2658,2
18,2,1,0,1,0,0,4,2659,2
2,0,5,1,1,3,5,3,2660,2
22,0,3,4,3,3,4,5,2661,2
14,1,1,0,2,0,3,2,2662,2
